"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Data rate"
"23907","60.394452","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"23920","60.419705","Commscope_23:24:6c","VantivaUSA_d0:97:64","802.11","387","-37 dBm","6"
"23922","60.427182","Commscope_23:24:6c","VantivaUSA_d0:97:64","802.11","387","-36 dBm","6"
"23947","60.499773","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"23995","60.597357","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"24040","60.698641","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"24078","60.807835","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"24110","60.905977","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"24141","61.013274","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"24176","61.111971","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"24207","61.216917","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"24240","61.319954","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"24274","61.416774","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"24315","61.520877","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"24362","61.621648","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"24408","61.729138","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"24433","61.826492","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"24474","61.928613","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"24521","62.034675","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"24555","62.133951","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"24594","62.236209","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"24632","62.338206","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"24670","62.411120","Commscope_23:24:6c","Commscope_71:86:02","802.11","387","-34 dBm","6"
"24671","62.416676","Commscope_23:24:6c","Commscope_71:86:02","802.11","387","-35 dBm","6"
"24672","62.416685","Commscope_23:24:6c","Commscope_71:86:02","802.11","387","-33 dBm","6"
"24685","62.444174","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"24714","62.544294","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"24755","62.649118","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"24789","62.747849","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"24818","62.853892","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"24848","62.958423","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"24860","63.009188","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-32 dBm","6"
"24861","63.011284","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-32 dBm","6"
"24862","63.011289","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-33 dBm","6"
"24868","63.011308","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-31 dBm","6"
"24887","63.054069","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"24891","63.065965","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-33 dBm","6"
"24892","63.065969","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-31 dBm","6"
"24909","63.111959","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-31 dBm","6"
"24912","63.118101","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-33 dBm","6"
"24913","63.118104","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-31 dBm","6"
"24915","63.121515","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-33 dBm","6"
"24934","63.162404","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"24969","63.259279","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"25006","63.363461","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"25030","63.466628","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"25059","63.570608","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"25129","63.670419","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"25152","63.721201","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-32 dBm","6"
"25153","63.721206","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-31 dBm","6"
"25154","63.721210","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-30 dBm","6"
"25156","63.721216","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-32 dBm","6"
"25202","63.771578","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"25264","63.876391","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"25310","63.981275","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"25350","64.078827","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"25408","64.182096","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"25468","64.283920","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"25510","64.390007","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"25544","64.490923","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"25583","64.610723","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"25692","64.795395","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"25734","64.901113","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"25820","65.102015","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"25857","65.209384","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"25893","65.307927","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"25937","65.411616","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"25970","65.512673","Commscope_23:24:6c","Broadcast","802.11","287","-44 dBm","6.5"
"26004","65.617244","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"26038","65.719266","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"26074","65.823812","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"26108","65.923469","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"26148","66.025043","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"26175","66.129962","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"26216","66.229409","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"26243","66.334504","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"26275","66.436370","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"26307","66.536705","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"26367","66.744087","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"26394","66.846002","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"26430","66.945652","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"26463","67.051730","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"26508","67.154590","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"26550","67.253606","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"26580","67.358004","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"26611","67.458334","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"26644","67.578645","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"26673","67.663275","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"26725","67.770216","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"26810","67.870405","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"26846","67.972621","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"26859","68.013318","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-35 dBm","6"
"26860","68.013323","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-35 dBm","6"
"26861","68.013327","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","0 dBm","6"
"26879","68.074954","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"26892","68.088131","Commscope_23:24:6c","VantivaUSA_da:dd:a1","802.11","387","-35 dBm","6"
"26893","68.089261","Commscope_23:24:6c","VantivaUSA_da:dd:a1","802.11","387","-36 dBm","6"
"26895","68.090424","Commscope_23:24:6c","VantivaUSA_da:dd:a1","802.11","387","-36 dBm","6"
"26896","68.090429","Commscope_23:24:6c","VantivaUSA_da:dd:a1","802.11","387","-36 dBm","6"
"26920","68.140301","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-35 dBm","6"
"26921","68.140305","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-37 dBm","6"
"26922","68.140410","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-35 dBm","6"
"26923","68.141573","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-36 dBm","6"
"26931","68.166678","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-37 dBm","6"
"26932","68.166680","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-35 dBm","6"
"26933","68.166760","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-36 dBm","6"
"26934","68.166764","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-35 dBm","6"
"26938","68.175349","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"26973","68.277509","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"27013","68.380085","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"27051","68.483314","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"27077","68.586321","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"27120","68.691761","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"27173","68.789044","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"27208","68.892417","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"27246","68.996244","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"27287","69.096819","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"27300","69.146501","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-36 dBm","6"
"27303","69.146514","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-34 dBm","6"
"27304","69.148789","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-35 dBm","6"
"27307","69.148801","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-34 dBm","6"
"27332","69.200810","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"27371","69.303170","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"27405","69.407398","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"27445","69.507355","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"27495","69.610192","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"27499","69.630802","Commscope_23:24:6c","e6:32:2f:1c:0e:8c","802.11","387","-34 dBm","6"
"27500","69.630907","Commscope_23:24:6c","e6:32:2f:1c:0e:8c","802.11","387","-34 dBm","6"
"27503","69.640148","Commscope_23:24:6c","e6:32:2f:1c:0e:8c","802.11","387","-34 dBm","6"
"27534","69.710547","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"27568","69.773403","Commscope_23:24:6c","VantivaUSA_b8:2c:66","802.11","387","-35 dBm","6"
"27569","69.773407","Commscope_23:24:6c","VantivaUSA_b8:2c:66","802.11","387","-34 dBm","6"
"27570","69.773410","Commscope_23:24:6c","VantivaUSA_b8:2c:66","802.11","387","-37 dBm","6"
"27571","69.773413","Commscope_23:24:6c","VantivaUSA_b8:2c:66","802.11","387","-34 dBm","6"
"27597","69.814998","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"27632","69.884931","Commscope_23:24:6c","VantivaUSA_21:c1:b7","802.11","387","-34 dBm","6"
"27633","69.884935","Commscope_23:24:6c","VantivaUSA_21:c1:b7","802.11","387","-34 dBm","6"
"27635","69.884941","Commscope_23:24:6c","VantivaUSA_21:c1:b7","802.11","387","-35 dBm","6"
"27636","69.884944","Commscope_23:24:6c","VantivaUSA_21:c1:b7","802.11","387","-34 dBm","6"
"27655","69.916443","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"27697","70.010505","Commscope_23:24:6c","VantivaUSA_47:c6:30","802.11","387","-37 dBm","6"
"27698","70.010509","Commscope_23:24:6c","VantivaUSA_47:c6:30","802.11","387","-36 dBm","6"
"27700","70.010517","Commscope_23:24:6c","VantivaUSA_47:c6:30","802.11","387","-35 dBm","6"
"27701","70.011589","Commscope_23:24:6c","VantivaUSA_47:c6:30","802.11","387","-36 dBm","6"
"27702","70.019413","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"27707","70.034777","Commscope_23:24:6c","VantivaUSA_47:c6:30","802.11","387","0 dBm","6"
"27708","70.034882","Commscope_23:24:6c","VantivaUSA_47:c6:30","802.11","387","0 dBm","6"
"27734","70.123980","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"27784","70.223161","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"27814","70.328152","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"27853","70.411089","Commscope_23:24:6c","VantivaUSA_f2:df:8c","802.11","387","-37 dBm","6"
"27871","70.428547","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"27879","70.434669","Commscope_23:24:6c","VantivaUSA_f2:df:8c","802.11","387","-37 dBm","6"
"27881","70.435245","Commscope_23:24:6c","VantivaUSA_f2:df:8c","802.11","387","-37 dBm","6"
"27988","70.591544","Commscope_23:24:6c","VantivaUSA_3f:b1:bd","802.11","387","-38 dBm","6"
"27989","70.592892","Commscope_23:24:6c","VantivaUSA_3f:b1:bd","802.11","387","-38 dBm","6"
"27991","70.594408","Commscope_23:24:6c","VantivaUSA_3f:b1:bd","802.11","387","-38 dBm","6"
"27992","70.595823","Commscope_23:24:6c","VantivaUSA_3f:b1:bd","802.11","387","-38 dBm","6"
"28007","70.634898","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"28047","70.737228","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"28098","70.839824","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"28140","70.943350","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"28176","71.043839","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm","6.5"
"28216","71.145113","Commscope_23:24:6c","Broadcast","802.11","287","-42 dBm","6.5"
"28249","71.247224","Commscope_23:24:6c","Broadcast","802.11","287","-42 dBm","6.5"
"28284","71.349359","Commscope_23:24:6c","Broadcast","802.11","287","-43 dBm","6.5"
"28325","71.456536","Commscope_23:24:6c","Broadcast","802.11","287","-44 dBm","6.5"
"28361","71.554969","Commscope_23:24:6c","Broadcast","802.11","287","-44 dBm","6.5"
"28371","71.587216","Commscope_23:24:6c","Commscope_71:86:02","802.11","387","-43 dBm","6"
"28373","71.588901","Commscope_23:24:6c","Commscope_71:86:02","802.11","387","-44 dBm","6"
"28401","71.657479","Commscope_23:24:6c","Broadcast","802.11","287","-42 dBm","6.5"
"28454","71.759302","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm","6.5"
"28489","71.860682","Commscope_23:24:6c","Broadcast","802.11","287","0 dBm","6.5"
"28524","71.966146","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"28564","72.067254","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"28599","72.173431","Commscope_23:24:6c","Broadcast","802.11","287","0 dBm","6.5"
"28638","72.273274","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"28673","72.376071","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"28696","72.458300","Commscope_23:24:6c","2a:ee:21:84:08:1f","802.11","387","-37 dBm","6"
"28707","72.466882","Commscope_23:24:6c","2a:ee:21:84:08:1f","802.11","387","-37 dBm","6"
"28722","72.476115","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"28791","72.581158","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"28854","72.783586","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"28896","72.885433","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"28936","72.991612","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"28965","73.090639","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"29007","73.192809","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"29042","73.295209","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"29090","73.399560","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"29125","73.499291","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"29162","73.606106","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"29194","73.706799","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"29200","73.718460","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-38 dBm","6"
"29201","73.718463","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-38 dBm","6"
"29202","73.719732","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-38 dBm","6"
"29203","73.719736","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-36 dBm","6"
"29232","73.806096","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"29262","73.910281","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"29291","74.015633","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"29333","74.116436","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm","6.5"
"29376","74.215989","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"29437","74.319331","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"29474","74.423867","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"29514","74.524302","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"29615","74.728023","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"29666","74.831731","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"29702","74.933791","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"29739","75.039693","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"29778","75.139134","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"29813","75.240852","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"29846","75.344089","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"29883","75.449286","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"29917","75.551433","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"29965","75.654436","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"30018","75.752674","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"30077","75.855376","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm","6.5"
"30080","75.873841","Commscope_23:24:6c","VantivaUSA_c5:dd:3d","802.11","387","-39 dBm","6"
"30081","75.873950","Commscope_23:24:6c","VantivaUSA_c5:dd:3d","802.11","387","-39 dBm","6"
"30082","75.873953","Commscope_23:24:6c","VantivaUSA_c5:dd:3d","802.11","387","-40 dBm","6"
"30104","75.957671","Commscope_23:24:6c","Broadcast","802.11","287","0 dBm","6.5"
"30140","76.060098","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"30210","76.264726","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"30249","76.367257","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"30280","76.472746","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"30299","76.574024","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"30339","76.675438","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"30385","76.778125","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"30400","76.835982","Commscope_23:24:6c","VantivaUSA_63:fc:dd","802.11","387","-38 dBm","6"
"30401","76.835986","Commscope_23:24:6c","VantivaUSA_63:fc:dd","802.11","387","-37 dBm","6"
"30402","76.835991","Commscope_23:24:6c","VantivaUSA_63:fc:dd","802.11","387","-37 dBm","6"
"30403","76.836087","Commscope_23:24:6c","VantivaUSA_63:fc:dd","802.11","387","-38 dBm","6"
"30421","76.882537","Commscope_23:24:6c","Broadcast","802.11","287","0 dBm","6.5"
"30469","76.981752","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"30502","77.084171","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm","6.5"
"30536","77.189132","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"30569","77.292361","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"30602","77.394740","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm","6.5"
"30643","77.493777","Commscope_23:24:6c","Broadcast","802.11","287","-41 dBm","6.5"
"30673","77.597178","Commscope_23:24:6c","Broadcast","802.11","287","-43 dBm","6.5"
"30704","77.703665","Commscope_23:24:6c","Broadcast","802.11","287","-41 dBm","6.5"
"30745","77.801891","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm","6.5"
"30775","77.903376","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm","6.5"
"30824","78.059909","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-40 dBm","6"
"30825","78.059915","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-38 dBm","6"
"30826","78.059918","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-38 dBm","6"
"30827","78.060197","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-38 dBm","6"
"30837","78.067317","Commscope_23:24:6c","VantivaUSA_da:dd:a1","802.11","387","-38 dBm","6"
"30838","78.067322","Commscope_23:24:6c","VantivaUSA_da:dd:a1","802.11","387","-40 dBm","6"
"30839","78.068510","Commscope_23:24:6c","VantivaUSA_da:dd:a1","802.11","387","-38 dBm","6"
"30840","78.068514","Commscope_23:24:6c","VantivaUSA_da:dd:a1","802.11","387","-39 dBm","6"
"30853","78.077870","Commscope_23:24:6c","VantivaUSA_da:dd:a1","802.11","387","-38 dBm","6"
"30854","78.077875","Commscope_23:24:6c","VantivaUSA_da:dd:a1","802.11","387","-39 dBm","6"
"30855","78.079096","Commscope_23:24:6c","VantivaUSA_da:dd:a1","802.11","387","-38 dBm","6"
"30856","78.080735","Commscope_23:24:6c","VantivaUSA_da:dd:a1","802.11","387","-38 dBm","6"
"30869","78.110262","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm","6.5"
"30873","78.116205","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-40 dBm","6"
"30874","78.116210","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-39 dBm","6"
"30875","78.116213","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-38 dBm","6"
"30876","78.116217","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-38 dBm","6"
"30877","78.116303","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-38 dBm","6"
"30878","78.117656","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-38 dBm","6"
"30879","78.117661","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-38 dBm","6"
"30880","78.119292","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-38 dBm","6"
"30893","78.146342","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-38 dBm","6"
"30894","78.146345","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-38 dBm","6"
"30895","78.146347","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-38 dBm","6"
"30896","78.146350","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-38 dBm","6"
"30914","78.210538","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm","6.5"
"30947","78.316608","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"30973","78.418803","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"31003","78.517797","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"31030","78.623725","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"31035","78.633091","Commscope_23:24:6c","ba:e1:a5:83:e0:3a","802.11","387","-39 dBm","6"
"31036","78.633096","Commscope_23:24:6c","ba:e1:a5:83:e0:3a","802.11","387","-38 dBm","6"
"31037","78.633100","Commscope_23:24:6c","ba:e1:a5:83:e0:3a","802.11","387","-38 dBm","6"
"31038","78.633102","Commscope_23:24:6c","ba:e1:a5:83:e0:3a","802.11","387","-39 dBm","6"
"31061","78.724267","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"31100","78.824840","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"31131","78.926993","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"31140","78.932958","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-36 dBm","6"
"31142","78.940285","Commscope_23:24:6c","2e:8d:7d:e8:fa:2e","802.11","387","-35 dBm","6"
"31143","78.940288","Commscope_23:24:6c","2e:8d:7d:e8:fa:2e","802.11","387","-37 dBm","6"
"31144","78.940291","Commscope_23:24:6c","2e:8d:7d:e8:fa:2e","802.11","387","-36 dBm","6"
"31145","78.940292","Commscope_23:24:6c","2e:8d:7d:e8:fa:2e","802.11","387","-35 dBm","6"
"31183","79.032464","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"31209","79.134503","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"31247","79.235106","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm","6.5"
"31275","79.336885","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm","6.5"
"31304","79.438602","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm","6.5"
"31339","79.545850","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm","6.5"
"31343","79.552022","Commscope_23:24:6c","VantivaUSA_3c:54:73","802.11","387","-40 dBm","6"
"31344","79.554873","Commscope_23:24:6c","VantivaUSA_3c:54:73","802.11","387","-40 dBm","6"
"31346","79.554881","Commscope_23:24:6c","VantivaUSA_3c:54:73","802.11","387","-39 dBm","6"
