"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Data rate"
"31347","79.554885","Commscope_23:24:6c","VantivaUSA_3c:54:73","802.11","387","-40 dBm","6"
"31369","79.646287","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm","6.5"
"31422","79.751023","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm","6.5"
"31462","79.850893","Commscope_23:24:6c","Broadcast","802.11","287","-41 dBm","6.5"
"31517","79.950690","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm","6.5"
"31545","80.053767","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm","6.5"
"31558","80.099157","Commscope_23:24:6c","VantivaUSA_34:38:0a","802.11","387","-40 dBm","6"
"31559","80.099162","Commscope_23:24:6c","VantivaUSA_34:38:0a","802.11","387","-40 dBm","6"
"31560","80.099164","Commscope_23:24:6c","VantivaUSA_34:38:0a","802.11","387","-40 dBm","6"
"31561","80.099169","Commscope_23:24:6c","VantivaUSA_34:38:0a","802.11","387","-40 dBm","6"
"31582","80.156259","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm","6.5"
"31586","80.163211","Commscope_23:24:6c","VantivaUSA_34:38:0a","802.11","387","-40 dBm","6"
"31587","80.164390","Commscope_23:24:6c","VantivaUSA_34:38:0a","802.11","387","-40 dBm","6"
"31588","80.165405","Commscope_23:24:6c","VantivaUSA_34:38:0a","802.11","387","-40 dBm","6"
"31589","80.165407","Commscope_23:24:6c","VantivaUSA_34:38:0a","802.11","387","-40 dBm","6"
"31619","80.259343","Commscope_23:24:6c","Broadcast","802.11","287","-42 dBm","6.5"
"31671","80.359967","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"31682","80.411239","Commscope_23:24:6c","VantivaUSA_d0:97:64","802.11","387","-37 dBm","6"
"31740","80.566751","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm","6.5"
"31769","80.670055","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm","6.5"
"31803","80.770478","Commscope_23:24:6c","Broadcast","802.11","287","0 dBm","6.5"
"31846","80.874178","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"31894","80.975550","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"31924","81.078303","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"31955","81.180226","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"31991","81.281566","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm","6.5"
"32024","81.388815","Commscope_23:24:6c","Broadcast","802.11","287","-41 dBm","6.5"
"32086","81.488474","Commscope_23:24:6c","Broadcast","802.11","287","-44 dBm","6.5"
"32121","81.588907","Commscope_23:24:6c","Broadcast","802.11","287","-44 dBm","6.5"
"32171","81.693204","Commscope_23:24:6c","Broadcast","802.11","287","-42 dBm","6.5"
"32223","81.794674","Commscope_23:24:6c","Broadcast","802.11","287","-45 dBm","6.5"
"32255","81.898047","Commscope_23:24:6c","Broadcast","802.11","287","-42 dBm","6.5"
"32298","81.998845","Commscope_23:24:6c","Broadcast","802.11","287","-42 dBm","6.5"
"32335","82.103746","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm","6.5"
"32370","82.204154","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"32407","82.306665","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"32440","82.409084","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"32476","82.511470","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"32505","82.617216","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"32538","82.719619","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"32572","82.818553","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm","6.5"
"32602","82.922884","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm","6.5"
"32639","83.023313","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm","6.5"
"32650","83.057806","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-41 dBm","6"
"32651","83.058103","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-41 dBm","6"
"32652","83.059115","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-40 dBm","6"
"32653","83.060417","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-41 dBm","6"
"32669","83.099287","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-40 dBm","6"
"32670","83.099291","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-40 dBm","6"
"32672","83.100427","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-40 dBm","6"
"32673","83.100431","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-41 dBm","6"
"32687","83.128698","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm","6.5"
"32715","83.229454","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm","6.5"
"32762","83.330502","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm","6.5"
"32795","83.432803","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm","6.5"
"32828","83.535505","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"32853","83.641339","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"32886","83.709411","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-39 dBm","6"
"32887","83.710077","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-39 dBm","6"
"32888","83.716785","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-39 dBm","6"
"32889","83.716792","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-39 dBm","6"
"32920","83.740461","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm","6.5"
"32958","83.852969","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"32986","83.945320","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"33018","84.047725","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"33053","84.152004","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm","6.5"
"33088","84.253544","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm","6.5"
"33118","84.354587","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"33155","84.459114","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"33189","84.564174","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"33242","84.666367","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm","6.5"
"33308","84.766085","Commscope_23:24:6c","Broadcast","802.11","287","-43 dBm","6.5"
"33352","84.866651","Commscope_23:24:6c","Broadcast","802.11","287","-43 dBm","6.5"
"33385","84.969103","Commscope_23:24:6c","Broadcast","802.11","287","-43 dBm","6.5"
"33444","85.070543","Commscope_23:24:6c","Broadcast","802.11","287","-41 dBm","6.5"
"33478","85.173928","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm","6.5"
"33481","85.182098","Commscope_23:24:6c","VantivaUSA_c5:dd:3d","802.11","387","-39 dBm","6"
"33483","85.182113","Commscope_23:24:6c","VantivaUSA_c5:dd:3d","802.11","387","-40 dBm","6"
"33484","85.182116","Commscope_23:24:6c","VantivaUSA_c5:dd:3d","802.11","387","-39 dBm","6"
"33520","85.276850","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"33557","85.378191","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"33591","85.481935","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"33632","85.583490","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"33661","85.687315","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"33694","85.788372","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"33729","85.894316","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"33765","85.992964","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"33830","86.095770","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"33857","86.201289","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"33895","86.299830","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"33935","86.406555","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"33967","86.505616","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"34013","86.607545","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"34060","86.709960","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"34103","86.812293","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"34149","86.915823","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"34184","87.021014","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"34236","87.119660","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"34273","87.225556","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"34322","87.326122","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"34335","87.352891","Commscope_23:24:6c","HuiZhouGaosh_1d:14:6f","802.11","387","-35 dBm","6"
"34336","87.352895","Commscope_23:24:6c","HuiZhouGaosh_1d:14:6f","802.11","387","-34 dBm","6"
"34337","87.352898","Commscope_23:24:6c","HuiZhouGaosh_1d:14:6f","802.11","387","-36 dBm","6"
"34338","87.352903","Commscope_23:24:6c","HuiZhouGaosh_1d:14:6f","802.11","387","-35 dBm","6"
"34369","87.428784","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"34379","87.454773","Commscope_23:24:6c","HuiZhouGaosh_1d:14:6f","802.11","387","-35 dBm","6"
"34380","87.454775","Commscope_23:24:6c","HuiZhouGaosh_1d:14:6f","802.11","387","-36 dBm","6"
"34381","87.456361","Commscope_23:24:6c","HuiZhouGaosh_1d:14:6f","802.11","387","-35 dBm","6"
"34382","87.456365","Commscope_23:24:6c","HuiZhouGaosh_1d:14:6f","802.11","387","-36 dBm","6"
"34407","87.534158","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"34470","87.631600","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"34510","87.735199","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"34551","87.835724","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
