"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Info","SSID","Data rate (Mb/s)"
"6799","28.507651","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-24 dBm","Beacon frame, SN=3942, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6826","28.610119","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-26 dBm","Beacon frame, SN=3946, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6854","28.737445","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-30 dBm","Beacon frame, SN=3950, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6866","28.814954","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-30 dBm","Beacon frame, SN=3954, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6890","28.898505","1e:9d:72:6d:c4:11","VantivaUSA_c6:bc:f0","802.11","516","-30 dBm","Probe Response, SN=3958, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6891","28.899176","1e:9d:72:6d:c4:11","VantivaUSA_c6:bc:f0","802.11","516","-30 dBm","Probe Response, SN=3958, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6892","28.903252","1e:9d:72:6d:c4:11","VantivaUSA_c6:bc:f0","802.11","516","-28 dBm","Probe Response, SN=3958, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6893","28.903929","1e:9d:72:6d:c4:11","VantivaUSA_c6:bc:f0","802.11","516","-30 dBm","Probe Response, SN=3958, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6897","28.917849","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-30 dBm","Beacon frame, SN=3959, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6902","28.921111","1e:9d:72:6d:c4:11","VantivaUSA_c6:bc:f0","802.11","516","-30 dBm","Probe Response, SN=3963, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6903","28.921888","1e:9d:72:6d:c4:11","VantivaUSA_c6:bc:f0","802.11","516","-30 dBm","Probe Response, SN=3963, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6904","28.922663","1e:9d:72:6d:c4:11","VantivaUSA_c6:bc:f0","802.11","516","-30 dBm","Probe Response, SN=3963, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6905","28.923409","1e:9d:72:6d:c4:11","VantivaUSA_c6:bc:f0","802.11","516","-30 dBm","Probe Response, SN=3963, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6922","29.020525","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-27 dBm","Beacon frame, SN=3964, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6948","29.122035","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-29 dBm","Beacon frame, SN=3968, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6969","29.224501","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-29 dBm","Beacon frame, SN=3972, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6991","29.327815","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-30 dBm","Beacon frame, SN=3976, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7013","29.429273","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-30 dBm","Beacon frame, SN=3983, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7038","29.533692","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-30 dBm","Beacon frame, SN=3987, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7061","29.634390","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-30 dBm","Beacon frame, SN=3991, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7084","29.736486","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-30 dBm","Beacon frame, SN=3995, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7111","29.840332","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-30 dBm","Beacon frame, SN=3999, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7129","29.941365","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-30 dBm","Beacon frame, SN=4004, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7150","30.043950","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-30 dBm","Beacon frame, SN=4008, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7170","30.146946","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-30 dBm","Beacon frame, SN=4012, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7190","30.248847","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-30 dBm","Beacon frame, SN=4016, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7207","30.350880","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-30 dBm","Beacon frame, SN=4020, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7229","30.453291","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-30 dBm","Beacon frame, SN=4024, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7253","30.555954","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-30 dBm","Beacon frame, SN=4028, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7271","30.658080","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-30 dBm","Beacon frame, SN=4032, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7288","30.760493","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-30 dBm","Beacon frame, SN=4040, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7310","30.862972","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-30 dBm","Beacon frame, SN=4044, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7331","30.965912","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-30 dBm","Beacon frame, SN=4048, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7350","31.067693","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-30 dBm","Beacon frame, SN=4052, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7370","31.170163","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-30 dBm","Beacon frame, SN=4059, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7390","31.272598","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-29 dBm","Beacon frame, SN=4063, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7424","31.374861","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-29 dBm","Beacon frame, SN=4067, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7457","31.477893","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-31 dBm","Beacon frame, SN=4072, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7482","31.582193","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-31 dBm","Beacon frame, SN=4076, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7514","31.682096","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-33 dBm","Beacon frame, SN=4080, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7532","31.784465","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-31 dBm","Beacon frame, SN=4084, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7556","31.886961","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-31 dBm","Beacon frame, SN=4088, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7578","31.989381","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-31 dBm","Beacon frame, SN=4092, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7605","32.091624","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-31 dBm","Beacon frame, SN=0, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7631","32.194113","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-32 dBm","Beacon frame, SN=4, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7661","32.296603","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-32 dBm","Beacon frame, SN=8, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7681","32.398859","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-32 dBm","Beacon frame, SN=12, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7706","32.501419","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-33 dBm","Beacon frame, SN=16, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7737","32.603682","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-33 dBm","Beacon frame, SN=22, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7764","32.706069","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-33 dBm","Beacon frame, SN=26, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7795","32.808485","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-33 dBm","Beacon frame, SN=30, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7826","32.910878","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-33 dBm","Beacon frame, SN=34, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7870","33.115676","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-34 dBm","Beacon frame, SN=40, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7895","33.218072","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-33 dBm","Beacon frame, SN=47, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7915","33.321429","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-34 dBm","Beacon frame, SN=51, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7934","33.422868","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-33 dBm","Beacon frame, SN=55, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7958","33.527738","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-33 dBm","Beacon frame, SN=59, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7982","33.628306","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-34 dBm","Beacon frame, SN=63, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8008","33.725344","1e:9d:72:6d:c4:11","VantivaUSA_8d:49:90","802.11","516","-33 dBm","Probe Response, SN=71, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8009","33.725915","1e:9d:72:6d:c4:11","VantivaUSA_8d:49:90","802.11","516","-33 dBm","Probe Response, SN=71, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8010","33.726865","1e:9d:72:6d:c4:11","VantivaUSA_8d:49:90","802.11","516","-34 dBm","Probe Response, SN=71, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8011","33.727670","1e:9d:72:6d:c4:11","VantivaUSA_8d:49:90","802.11","516","-34 dBm","Probe Response, SN=71, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8013","33.730136","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-33 dBm","Beacon frame, SN=72, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8022","33.737504","1e:9d:72:6d:c4:11","VantivaUSA_8d:49:90","802.11","516","-33 dBm","Probe Response, SN=76, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8023","33.738265","1e:9d:72:6d:c4:11","VantivaUSA_8d:49:90","802.11","516","-33 dBm","Probe Response, SN=76, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8024","33.739032","1e:9d:72:6d:c4:11","VantivaUSA_8d:49:90","802.11","516","-34 dBm","Probe Response, SN=76, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8025","33.739807","1e:9d:72:6d:c4:11","VantivaUSA_8d:49:90","802.11","516","-34 dBm","Probe Response, SN=76, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8050","33.832424","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-33 dBm","Beacon frame, SN=77, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8083","33.934871","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-33 dBm","Beacon frame, SN=81, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8107","34.037313","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-33 dBm","Beacon frame, SN=85, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8130","34.139686","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-33 dBm","Beacon frame, SN=89, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8149","34.242117","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-34 dBm","Beacon frame, SN=93, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8169","34.344481","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-34 dBm","Beacon frame, SN=97, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8198","34.446991","1e:9d:72:6d:c4:11","Broadcast","802.11","408","0 dBm","Beacon frame, SN=101, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8221","34.549842","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-34 dBm","Beacon frame, SN=105, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8246","34.651667","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-34 dBm","Beacon frame, SN=109, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8274","34.754076","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-35 dBm","Beacon frame, SN=113, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8304","34.856456","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-93 dBm","Beacon frame, SN=120, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8330","34.958851","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-35 dBm","Beacon frame, SN=124, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8359","35.061378","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-34 dBm","Beacon frame, SN=128, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8384","35.163690","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-35 dBm","Beacon frame, SN=132, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8409","35.266083","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-35 dBm","Beacon frame, SN=136, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8429","35.368488","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-34 dBm","Beacon frame, SN=140, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8444","35.471327","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-35 dBm","Beacon frame, SN=144, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8463","35.573282","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-34 dBm","Beacon frame, SN=148, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8500","35.675667","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-35 dBm","Beacon frame, SN=152, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8526","35.780111","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-35 dBm","Beacon frame, SN=156, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8552","35.880462","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-35 dBm","Beacon frame, SN=160, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8582","35.982889","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-35 dBm","Beacon frame, SN=164, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8603","36.085311","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-35 dBm","Beacon frame, SN=168, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8620","36.187862","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-35 dBm","Beacon frame, SN=172, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8637","36.290200","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-35 dBm","Beacon frame, SN=176, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8665","36.392602","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-35 dBm","Beacon frame, SN=180, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8688","36.494888","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-34 dBm","Beacon frame, SN=184, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8716","36.597273","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-34 dBm","Beacon frame, SN=188, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8754","36.700118","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-34 dBm","Beacon frame, SN=192, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8786","36.802070","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-34 dBm","Beacon frame, SN=197, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8816","36.904599","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-31 dBm","Beacon frame, SN=204, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8838","37.006863","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-34 dBm","Beacon frame, SN=210, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8859","37.109538","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-35 dBm","Beacon frame, SN=215, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8892","37.314088","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-36 dBm","Beacon frame, SN=223, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8915","37.416512","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-35 dBm","Beacon frame, SN=227, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8936","37.518918","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-36 dBm","Beacon frame, SN=231, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8963","37.621246","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-37 dBm","Beacon frame, SN=235, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8984","37.723664","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-38 dBm","Beacon frame, SN=239, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"9009","37.826061","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-37 dBm","Beacon frame, SN=243, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"9030","37.928487","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-37 dBm","Beacon frame, SN=247, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"9049","38.030873","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-36 dBm","Beacon frame, SN=251, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"9082","38.116589","1e:9d:72:6d:c4:11","VantivaConne_83:47:b0","802.11","516","-36 dBm","Probe Response, SN=256, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"9083","38.117310","1e:9d:72:6d:c4:11","VantivaConne_83:47:b0","802.11","516","-36 dBm","Probe Response, SN=256, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"9084","38.123711","1e:9d:72:6d:c4:11","VantivaConne_83:47:b0","802.11","516","-36 dBm","Probe Response, SN=256, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"9087","38.129815","1e:9d:72:6d:c4:11","VantivaConne_83:47:b0","802.11","516","-36 dBm","Probe Response, SN=256, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"9110","38.242135","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-36 dBm","Beacon frame, SN=261, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"9131","38.338093","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-36 dBm","Beacon frame, SN=265, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"9162","38.440471","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-36 dBm","Beacon frame, SN=269, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"9188","38.542877","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-36 dBm","Beacon frame, SN=273, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"9220","38.645254","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-36 dBm","Beacon frame, SN=277, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"9252","38.747674","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-36 dBm","Beacon frame, SN=281, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"9290","38.850210","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-36 dBm","Beacon frame, SN=285, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"9320","38.952576","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-36 dBm","Beacon frame, SN=289, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"9353","39.054860","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-36 dBm","Beacon frame, SN=293, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"9387","39.157564","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-36 dBm","Beacon frame, SN=300, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"9417","39.259720","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-36 dBm","Beacon frame, SN=304, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"9442","39.362264","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-36 dBm","Beacon frame, SN=308, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"9463","39.464473","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-36 dBm","Beacon frame, SN=312, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"9491","39.566858","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-37 dBm","Beacon frame, SN=316, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"9516","39.669325","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-37 dBm","Beacon frame, SN=320, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"9543","39.772878","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-37 dBm","Beacon frame, SN=328, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"9573","39.874120","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-37 dBm","Beacon frame, SN=332, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"9597","39.976503","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-36 dBm","Beacon frame, SN=336, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"9625","40.078865","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-37 dBm","Beacon frame, SN=340, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"9652","40.181512","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-37 dBm","Beacon frame, SN=344, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"9669","40.283689","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-36 dBm","Beacon frame, SN=348, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"9690","40.386073","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-35 dBm","Beacon frame, SN=352, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"9710","40.488496","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-34 dBm","Beacon frame, SN=356, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"9727","40.590872","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-35 dBm","Beacon frame, SN=360, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"9757","40.693244","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-34 dBm","Beacon frame, SN=364, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"9778","40.795694","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-34 dBm","Beacon frame, SN=368, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"9802","40.898071","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-34 dBm","Beacon frame, SN=372, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"9825","41.001917","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-35 dBm","Beacon frame, SN=379, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"9843","41.074324","1e:9d:72:6d:c4:11","VantivaUSA_46:84:e8","802.11","516","-34 dBm","Probe Response, SN=383, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"9844","41.075120","1e:9d:72:6d:c4:11","VantivaUSA_46:84:e8","802.11","516","-34 dBm","Probe Response, SN=383, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
