"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Info","SSID","Data rate (Mb/s)"
"5994","25.434438","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-28 dBm","Beacon frame, SN=2409, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6030","25.536875","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-29 dBm","Beacon frame, SN=2413, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6057","25.639187","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-29 dBm","Beacon frame, SN=2417, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6077","25.741584","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-28 dBm","Beacon frame, SN=2421, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6093","25.844017","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-31 dBm","Beacon frame, SN=2425, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6117","25.946351","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-30 dBm","Beacon frame, SN=2429, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6141","26.048839","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-30 dBm","Beacon frame, SN=2433, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6161","26.151171","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-31 dBm","Beacon frame, SN=2437, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6184","26.254665","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-31 dBm","Beacon frame, SN=2441, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6209","26.358448","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-31 dBm","Beacon frame, SN=2445, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6238","26.458397","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-30 dBm","Beacon frame, SN=2449, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6260","26.560786","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-29 dBm","Beacon frame, SN=2453, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6291","26.665320","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-29 dBm","Beacon frame, SN=2457, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6326","26.765661","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-29 dBm","Beacon frame, SN=2465, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6357","26.867981","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-29 dBm","Beacon frame, SN=2469, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6376","26.970434","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-29 dBm","Beacon frame, SN=2473, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6397","27.072830","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-29 dBm","Beacon frame, SN=2477, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6413","27.175237","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-29 dBm","Beacon frame, SN=2481, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6439","27.277678","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-28 dBm","Beacon frame, SN=2489, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6464","27.380007","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-27 dBm","Beacon frame, SN=2493, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6496","27.482405","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-28 dBm","Beacon frame, SN=2497, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6507","27.520515","1e:9d:72:6d:c4:11","VantivaUSA_c6:bc:f0","802.11","516","-28 dBm","Probe Response, SN=2501, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6509","27.524813","1e:9d:72:6d:c4:11","VantivaUSA_c6:bc:f0","802.11","516","-28 dBm","Probe Response, SN=2501, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6510","27.525401","1e:9d:72:6d:c4:11","VantivaUSA_c6:bc:f0","802.11","516","-28 dBm","Probe Response, SN=2501, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6511","27.526373","1e:9d:72:6d:c4:11","VantivaUSA_c6:bc:f0","802.11","516","-28 dBm","Probe Response, SN=2501, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6519","27.547393","1e:9d:72:6d:c4:11","VantivaUSA_c6:bc:f0","802.11","516","-28 dBm","Probe Response, SN=2502, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6520","27.548191","1e:9d:72:6d:c4:11","VantivaUSA_c6:bc:f0","802.11","516","-28 dBm","Probe Response, SN=2502, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6521","27.548954","1e:9d:72:6d:c4:11","VantivaUSA_c6:bc:f0","802.11","516","-28 dBm","Probe Response, SN=2502, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6522","27.549958","1e:9d:72:6d:c4:11","VantivaUSA_c6:bc:f0","802.11","516","-29 dBm","Probe Response, SN=2502, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6541","27.687224","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-28 dBm","Beacon frame, SN=2507, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6564","27.790831","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-28 dBm","Beacon frame, SN=2511, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6584","27.892020","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-28 dBm","Beacon frame, SN=2512, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6601","27.994445","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-28 dBm","Beacon frame, SN=2516, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6614","28.019464","1e:9d:72:6d:c4:11","fa:da:eb:53:b6:fd","802.11","516","-29 dBm","Probe Response, SN=2520, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6615","28.023172","1e:9d:72:6d:c4:11","fa:da:eb:53:b6:fd","802.11","516","0 dBm","Probe Response, SN=2520, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6634","28.096814","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-29 dBm","Beacon frame, SN=2521, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6657","28.199212","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-25 dBm","Beacon frame, SN=2531, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6685","28.301625","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-25 dBm","Beacon frame, SN=2536, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6709","28.404101","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-25 dBm","Beacon frame, SN=2540, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6740","28.506395","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-24 dBm","Beacon frame, SN=2544, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6762","28.608865","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-25 dBm","Beacon frame, SN=2548, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6791","28.711206","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-25 dBm","Beacon frame, SN=2556, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6811","28.813634","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-24 dBm","Beacon frame, SN=2560, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6837","28.916081","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-25 dBm","Beacon frame, SN=2566, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6868","29.018436","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-24 dBm","Beacon frame, SN=2571, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6887","29.120993","1e:9d:72:6d:c4:11","Broadcast","802.11","408","0 dBm","Beacon frame, SN=2575, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6913","29.225394","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-24 dBm","Beacon frame, SN=2579, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6943","29.325624","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-24 dBm","Beacon frame, SN=2583, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6968","29.427988","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-24 dBm","Beacon frame, SN=2587, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6994","29.530410","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-24 dBm","Beacon frame, SN=2591, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7034","29.735189","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-23 dBm","Beacon frame, SN=2599, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7052","29.837641","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-23 dBm","Beacon frame, SN=2603, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7077","29.940795","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-23 dBm","Beacon frame, SN=2607, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7099","30.042393","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-23 dBm","Beacon frame, SN=2611, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7115","30.144808","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-21 dBm","Beacon frame, SN=2615, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7134","30.247205","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-21 dBm","Beacon frame, SN=2623, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7159","30.349615","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-21 dBm","Beacon frame, SN=2627, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7181","30.452047","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-21 dBm","Beacon frame, SN=2634, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7198","30.554445","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-22 dBm","Beacon frame, SN=2638, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7223","30.656814","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-24 dBm","Beacon frame, SN=2643, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7244","30.759185","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-24 dBm","Beacon frame, SN=2647, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7267","30.861586","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-26 dBm","Beacon frame, SN=2651, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7300","31.066366","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-24 dBm","Beacon frame, SN=2657, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7323","31.168763","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-28 dBm","Beacon frame, SN=2661, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7346","31.263223","92:28:02:60:ed:4c","Broadcast","802.11","196","-69 dBm","Probe Request, SN=2655, FN=0, Flags=........C, SSID=""MahjFi""","""MahjFi""","1"
"7350","31.271174","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-28 dBm","Beacon frame, SN=2667, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7368","31.373676","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-26 dBm","Beacon frame, SN=2671, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7386","31.475990","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-26 dBm","Beacon frame, SN=2675, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7408","31.578356","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-25 dBm","Beacon frame, SN=2679, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7427","31.680824","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-25 dBm","Beacon frame, SN=2684, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7445","31.783207","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-24 dBm","Beacon frame, SN=2688, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7458","31.887780","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-25 dBm","Beacon frame, SN=2694, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7478","31.987998","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-24 dBm","Beacon frame, SN=2698, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7492","32.090381","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-24 dBm","Beacon frame, SN=2702, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7511","32.192812","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-24 dBm","Beacon frame, SN=2706, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7529","32.295217","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-24 dBm","Beacon frame, SN=2710, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7542","32.397680","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-24 dBm","Beacon frame, SN=2718, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7561","32.500237","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-24 dBm","Beacon frame, SN=2722, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7582","32.603078","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-24 dBm","Beacon frame, SN=2726, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7592","32.704843","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-24 dBm","Beacon frame, SN=2730, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7607","32.807041","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-25 dBm","Beacon frame, SN=2734, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7629","32.909642","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-24 dBm","Beacon frame, SN=2738, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7644","33.012074","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-24 dBm","Beacon frame, SN=2742, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7669","33.115267","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-24 dBm","Beacon frame, SN=2746, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7687","33.216807","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-24 dBm","Beacon frame, SN=2754, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7700","33.319286","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-24 dBm","Beacon frame, SN=2758, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7714","33.421597","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-24 dBm","Beacon frame, SN=2762, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7735","33.524022","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-24 dBm","Beacon frame, SN=2766, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7759","33.626467","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-25 dBm","Beacon frame, SN=2770, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7780","33.728779","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-25 dBm","Beacon frame, SN=2774, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7798","33.831369","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-24 dBm","Beacon frame, SN=2778, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7817","33.933671","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-24 dBm","Beacon frame, SN=2782, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7838","34.036073","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-24 dBm","Beacon frame, SN=2789, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7852","34.139121","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-24 dBm","Beacon frame, SN=2793, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7870","34.240808","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-24 dBm","Beacon frame, SN=2797, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7892","34.343205","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-24 dBm","Beacon frame, SN=2801, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7909","34.446629","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-24 dBm","Beacon frame, SN=2805, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7932","34.547998","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-24 dBm","Beacon frame, SN=2809, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7958","34.650429","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-24 dBm","Beacon frame, SN=2811, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7978","34.752893","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-24 dBm","Beacon frame, SN=2815, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"7996","34.855286","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-24 dBm","Beacon frame, SN=2819, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8010","34.957636","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-25 dBm","Beacon frame, SN=2823, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8031","35.061339","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-25 dBm","Beacon frame, SN=2827, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8051","35.162413","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-24 dBm","Beacon frame, SN=2831, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8078","35.264895","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-96 dBm","Beacon frame, SN=2835, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8102","35.367191","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-24 dBm","Beacon frame, SN=2839, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8122","35.469700","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-25 dBm","Beacon frame, SN=2843, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8142","35.572054","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-26 dBm","Beacon frame, SN=2847, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8159","35.674472","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-26 dBm","Beacon frame, SN=2851, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8179","35.776816","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-25 dBm","Beacon frame, SN=2855, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8206","35.881747","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-25 dBm","Beacon frame, SN=2859, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8221","35.981589","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-26 dBm","Beacon frame, SN=2863, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8235","36.084129","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-24 dBm","Beacon frame, SN=2867, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8267","36.186579","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-25 dBm","Beacon frame, SN=2875, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8291","36.288884","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-25 dBm","Beacon frame, SN=2883, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8324","36.391590","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-27 dBm","Beacon frame, SN=2887, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8356","36.497117","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-27 dBm","Beacon frame, SN=2892, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8373","36.596023","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-27 dBm","Beacon frame, SN=2896, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8387","36.698417","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-27 dBm","Beacon frame, SN=2900, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8398","36.730220","1e:9d:72:6d:c4:11","VantivaConne_83:47:b0","802.11","516","-27 dBm","Probe Response, SN=2904, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8399","36.730857","1e:9d:72:6d:c4:11","VantivaConne_83:47:b0","802.11","516","-27 dBm","Probe Response, SN=2904, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8400","36.731681","1e:9d:72:6d:c4:11","VantivaConne_83:47:b0","802.11","516","-28 dBm","Probe Response, SN=2904, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8401","36.732315","1e:9d:72:6d:c4:11","VantivaConne_83:47:b0","802.11","516","-28 dBm","Probe Response, SN=2904, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8403","36.754701","1e:9d:72:6d:c4:11","VantivaConne_83:47:b0","802.11","516","-27 dBm","Probe Response, SN=2905, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8404","36.755308","1e:9d:72:6d:c4:11","VantivaConne_83:47:b0","802.11","516","-28 dBm","Probe Response, SN=2905, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8405","36.756190","1e:9d:72:6d:c4:11","VantivaConne_83:47:b0","802.11","516","-28 dBm","Probe Response, SN=2905, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8406","36.756908","1e:9d:72:6d:c4:11","VantivaConne_83:47:b0","802.11","516","-28 dBm","Probe Response, SN=2905, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8408","36.800939","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-28 dBm","Beacon frame, SN=2906, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8429","36.905136","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-29 dBm","Beacon frame, SN=2910, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8450","37.005638","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-29 dBm","Beacon frame, SN=2914, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8472","37.108177","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-28 dBm","Beacon frame, SN=2918, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8491","37.210414","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-28 dBm","Beacon frame, SN=2922, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8517","37.312817","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-30 dBm","Beacon frame, SN=2926, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8545","37.415223","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-31 dBm","Beacon frame, SN=2930, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8558","37.448996","1e:9d:72:6d:c4:11","46:61:b7:6b:37:d2","802.11","516","-31 dBm","Probe Response, SN=2934, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8559","37.449620","1e:9d:72:6d:c4:11","46:61:b7:6b:37:d2","802.11","516","-31 dBm","Probe Response, SN=2934, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8562","37.452238","1e:9d:72:6d:c4:11","46:61:b7:6b:37:d2","802.11","516","-31 dBm","Probe Response, SN=2934, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8563","37.453270","1e:9d:72:6d:c4:11","46:61:b7:6b:37:d2","802.11","516","-31 dBm","Probe Response, SN=2934, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8572","37.517617","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-30 dBm","Beacon frame, SN=2935, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8602","37.620030","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-28 dBm","Beacon frame, SN=2942, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"8623","37.722423","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-30 dBm","Beacon frame, SN=2946, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
