"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)"
"7198","20.105911","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"7232","20.204665","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"7274","20.311251","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"7296","20.413273","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"7333","20.511994","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"7370","20.619021","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"7396","20.723973","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"7425","20.821516","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"7456","20.927791","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"7492","21.024594","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"7523","21.100983","Commscope_23:24:6c","ba:b5:95:71:6e:9a","802.11","387","-25 dBm"
"7524","21.106560","Commscope_23:24:6c","ba:b5:95:71:6e:9a","802.11","387","-25 dBm"
"7525","21.106575","Commscope_23:24:6c","ba:b5:95:71:6e:9a","802.11","387","-25 dBm"
"7526","21.106579","Commscope_23:24:6c","ba:b5:95:71:6e:9a","802.11","387","-25 dBm"
"7538","21.126099","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"7602","21.333838","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"7635","21.434048","Commscope_23:24:6c","Broadcast","802.11","287","-24 dBm"
"7638","21.439846","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-25 dBm"
"7639","21.441002","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-26 dBm"
"7640","21.442310","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-24 dBm"
"7641","21.442315","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-25 dBm"
"7647","21.457918","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-24 dBm"
"7648","21.457922","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-24 dBm"
"7649","21.457926","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-25 dBm"
"7650","21.457931","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-25 dBm"
"7670","21.535670","Commscope_23:24:6c","Broadcast","802.11","287","-24 dBm"
"7705","21.638634","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"7736","21.741473","Commscope_23:24:6c","Broadcast","802.11","287","-24 dBm"
"7772","21.844926","Commscope_23:24:6c","Broadcast","802.11","287","-24 dBm"
"7798","21.950490","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"7828","22.052591","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"7855","22.152349","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"7889","22.253750","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"7913","22.354941","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"7938","22.458082","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"7970","22.564558","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"8000","22.666206","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"8031","22.768934","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"8056","22.867738","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"8064","22.880777","Commscope_23:24:6c","VantivaUSA_21:c1:b7","802.11","387","-25 dBm"
"8065","22.881088","Commscope_23:24:6c","VantivaUSA_21:c1:b7","802.11","387","-25 dBm"
"8066","22.881320","Commscope_23:24:6c","VantivaUSA_21:c1:b7","802.11","387","-25 dBm"
"8079","22.915688","Commscope_23:24:6c","VantivaUSA_d0:97:64","802.11","387","-25 dBm"
"8080","22.915693","Commscope_23:24:6c","VantivaUSA_d0:97:64","802.11","387","-25 dBm"
"8084","22.940145","Commscope_23:24:6c","VantivaUSA_d0:97:64","802.11","387","-25 dBm"
"8101","22.974326","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"8131","23.072616","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"8155","23.179177","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"8186","23.281632","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"8221","23.382414","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"8242","23.480934","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"8281","23.583935","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"8302","23.688677","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"8322","23.790164","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"8351","23.906058","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"8382","23.995189","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"8437","24.198152","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"8471","24.300965","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"8499","24.404730","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"8537","24.507147","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"8579","24.585979","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-26 dBm"
"8580","24.585983","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-26 dBm"
"8581","24.587142","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-26 dBm"
"8583","24.588484","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-26 dBm"
"8591","24.609639","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"8615","24.710736","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"8658","24.816825","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"8691","24.917577","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"8723","25.019126","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"8775","25.122492","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"8805","25.212671","Commscope_23:24:6c","Commscope_71:86:02","802.11","387","-26 dBm"
"8806","25.212677","Commscope_23:24:6c","Commscope_71:86:02","802.11","387","-27 dBm"
"8807","25.212681","Commscope_23:24:6c","Commscope_71:86:02","802.11","387","-25 dBm"
"8808","25.213810","Commscope_23:24:6c","Commscope_71:86:02","802.11","387","-25 dBm"
"8814","25.226021","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"8857","25.324425","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"8941","25.529688","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"9051","25.837345","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"9084","25.938778","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"9121","26.041350","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"9150","26.148107","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"9189","26.233137","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-26 dBm"
"9190","26.234377","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-28 dBm"
"9191","26.234382","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-26 dBm"
"9192","26.235555","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-26 dBm"
"9201","26.246771","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"9238","26.354591","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"9583","27.375934","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"9631","27.476939","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"9680","27.580421","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"9730","27.683525","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"9774","27.783269","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"9813","27.889788","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"9854","27.989682","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"9904","28.090162","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"9951","28.191888","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"9983","28.294471","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"10009","28.361431","Commscope_23:24:6c","VantivaUSA_c5:dd:3d","802.11","387","-26 dBm"
"10010","28.361437","Commscope_23:24:6c","VantivaUSA_c5:dd:3d","802.11","387","-27 dBm"
"10011","28.361441","Commscope_23:24:6c","VantivaUSA_c5:dd:3d","802.11","387","-26 dBm"
"10012","28.361445","Commscope_23:24:6c","VantivaUSA_c5:dd:3d","802.11","387","-26 dBm"
"10034","28.396276","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"10073","28.502066","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"10094","28.556279","Commscope_23:24:6c","ee:68:fb:6b:35:e8","802.11","387","-25 dBm"
"10095","28.556283","Commscope_23:24:6c","ee:68:fb:6b:35:e8","802.11","387","-26 dBm"
"10096","28.556351","Commscope_23:24:6c","ee:68:fb:6b:35:e8","802.11","387","-25 dBm"
"10097","28.556356","Commscope_23:24:6c","ee:68:fb:6b:35:e8","802.11","387","-25 dBm"
"10100","28.568309","Commscope_23:24:6c","ee:68:fb:6b:35:e8","802.11","387","-26 dBm"
"10102","28.571643","Commscope_23:24:6c","ee:68:fb:6b:35:e8","802.11","387","-26 dBm"
"10104","28.577437","Commscope_23:24:6c","ee:68:fb:6b:35:e8","802.11","387","-27 dBm"
"10105","28.577441","Commscope_23:24:6c","ee:68:fb:6b:35:e8","802.11","387","-26 dBm"
"10122","28.601386","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"10191","28.811243","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"10212","28.889280","Commscope_23:24:6c","Intel_55:d8:b3","802.11","387","-30 dBm"
"10213","28.890581","Commscope_23:24:6c","Intel_55:d8:b3","802.11","387","-29 dBm"
"10215","28.896908","Commscope_23:24:6c","Intel_55:d8:b3","802.11","387","-29 dBm"
"10243","28.909226","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"10281","29.011490","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"10316","29.114173","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"10392","29.318784","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"10437","29.425798","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"10478","29.526582","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"10510","29.629542","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"10540","29.736919","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"10570","29.835087","Commscope_23:24:6c","Broadcast","802.11","287","-24 dBm"
"10597","29.944125","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"10626","30.039647","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"10667","30.161524","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"10704","30.243989","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"10732","30.342890","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"10770","30.454883","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"10813","30.547199","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"10872","30.656110","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm"
"10901","30.752334","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm"
"10940","30.854165","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"10961","30.981256","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"10996","31.061311","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"11031","31.165919","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"11075","31.269044","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"11108","31.369154","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"11125","31.429699","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-26 dBm"
"11127","31.429708","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-26 dBm"
"11128","31.429712","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-26 dBm"
"11129","31.434060","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-25 dBm"
"11140","31.468846","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"11174","31.572538","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"11209","31.683914","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm"
"11241","31.778925","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"11273","31.880466","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"11296","31.914686","Commscope_23:24:6c","c6:32:4b:c7:e0:98","802.11","387","-30 dBm"
"11298","31.915968","Commscope_23:24:6c","c6:32:4b:c7:e0:98","802.11","387","-29 dBm"
"11299","31.915972","Commscope_23:24:6c","c6:32:4b:c7:e0:98","802.11","387","-30 dBm"
"11300","31.917094","Commscope_23:24:6c","c6:32:4b:c7:e0:98","802.11","387","-28 dBm"
"11321","31.982562","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"11358","32.085806","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"11386","32.189330","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"11403","32.254840","Commscope_23:24:6c","VantivaUSA_21:c1:b7","802.11","387","-28 dBm"
"11404","32.255718","Commscope_23:24:6c","VantivaUSA_21:c1:b7","802.11","387","-28 dBm"
"11405","32.255723","Commscope_23:24:6c","VantivaUSA_21:c1:b7","802.11","387","-29 dBm"
"11406","32.258077","Commscope_23:24:6c","VantivaUSA_21:c1:b7","802.11","387","-29 dBm"
"11431","32.290176","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"11454","32.394520","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"11485","32.493551","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"11517","32.599630","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"11539","32.700753","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"11559","32.801988","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"11590","32.923876","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"11591","32.923885","Commscope_23:24:6c","VantivaUSA_3f:b1:bd","802.11","387","-31 dBm"
"11592","32.923890","Commscope_23:24:6c","VantivaUSA_3f:b1:bd","802.11","387","-31 dBm"
"11593","32.923892","Commscope_23:24:6c","VantivaUSA_3f:b1:bd","802.11","387","-31 dBm"
"11594","32.923895","Commscope_23:24:6c","VantivaUSA_3f:b1:bd","802.11","387","-31 dBm"
"11599","32.932937","Commscope_23:24:6c","VantivaUSA_f2:df:8c","802.11","387","-31 dBm"
"11600","32.932941","Commscope_23:24:6c","VantivaUSA_f2:df:8c","802.11","387","-29 dBm"
"11619","33.008953","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"11645","33.113277","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm"
"11668","33.209735","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm"
"11696","33.318048","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm"
"11704","33.339456","Commscope_23:24:6c","VantivaUSA_eb:46:50","802.11","387","-34 dBm"
"11708","33.352423","Commscope_23:24:6c","VantivaUSA_eb:46:50","802.11","387","-34 dBm"
"11710","33.355823","Commscope_23:24:6c","VantivaUSA_eb:46:50","802.11","387","-35 dBm"
"11720","33.401696","Commscope_23:24:6c","fe:60:56:0f:76:40","802.11","387","-35 dBm"
"11721","33.402406","Commscope_23:24:6c","fe:60:56:0f:76:40","802.11","387","-34 dBm"
"11722","33.402411","Commscope_23:24:6c","fe:60:56:0f:76:40","802.11","387","-33 dBm"
"11724","33.404784","Commscope_23:24:6c","fe:60:56:0f:76:40","802.11","387","-33 dBm"
"11763","33.519988","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm"
"11792","33.622812","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm"
"11814","33.722302","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm"
"11846","33.823847","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm"
"11878","33.948683","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm"
"11900","34.035199","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"11928","34.137389","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"11956","34.237308","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"11981","34.340278","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"12005","34.439562","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"12027","34.527411","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-32 dBm"
"12028","34.531670","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-33 dBm"
"12030","34.531676","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-31 dBm"
"12031","34.531679","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-31 dBm"
"12037","34.541508","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm"
"12051","34.582184","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-33 dBm"
"12052","34.582188","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-31 dBm"
"12053","34.583211","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-31 dBm"
"12054","34.584804","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-33 dBm"
"12076","34.652954","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm"
"12104","34.746495","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm"
"12133","34.847523","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm"
"12163","34.950632","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm"
"12206","35.056892","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm"
"12237","35.158270","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm"
"12257","35.263154","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm"
"12288","35.364425","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm"
"12310","35.466073","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"12335","35.565032","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"12372","35.669734","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"12400","35.773989","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"12439","35.873660","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"12461","35.940190","Commscope_23:24:6c","b2:fc:3f:51:46:4f","802.11","387","-28 dBm"
"12473","35.978870","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"12500","36.077838","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"12530","36.183023","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"12548","36.220172","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-31 dBm"
"12550","36.221488","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-31 dBm"
"12551","36.222998","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-30 dBm"
"12552","36.223001","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-31 dBm"
"12577","36.283661","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"12610","36.387499","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"12629","36.473386","Commscope_23:24:6c","7e:a6:81:3f:72:6e","802.11","387","-31 dBm"
"12630","36.473390","Commscope_23:24:6c","7e:a6:81:3f:72:6e","802.11","387","-29 dBm"
"12631","36.473478","Commscope_23:24:6c","7e:a6:81:3f:72:6e","802.11","387","-29 dBm"
"12632","36.473484","Commscope_23:24:6c","7e:a6:81:3f:72:6e","802.11","387","-30 dBm"
"12641","36.491867","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"12669","36.589081","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"12695","36.694363","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"12719","36.798104","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"12748","36.895959","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"12773","37.002866","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"12801","37.106293","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"12830","37.203435","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"12857","37.309028","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"12888","37.410963","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"12916","37.510714","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"12941","37.617170","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"12968","37.719698","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"12995","37.817844","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"13025","37.920781","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"13062","38.027938","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"13092","38.129678","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"13122","38.227502","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"13153","38.332549","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"13175","38.432491","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"13203","38.534778","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"13234","38.636989","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"13287","38.841734","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"13307","38.948785","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"13333","39.050248","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"13362","39.150515","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"13393","39.243293","Commscope_23:24:6c","VantivaUSA_d4:85:65","802.11","387","-28 dBm"
"13394","39.245062","Commscope_23:24:6c","VantivaUSA_d4:85:65","802.11","387","-28 dBm"
"13395","39.245067","Commscope_23:24:6c","VantivaUSA_d4:85:65","802.11","387","-28 dBm"
"13400","39.247870","Commscope_23:24:6c","VantivaUSA_d4:85:65","802.11","387","-28 dBm"
"13409","39.251630","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"13455","39.353922","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"13522","39.550351","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-28 dBm"
"13523","39.551519","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-27 dBm"
"13524","39.552990","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-28 dBm"
"13525","39.552996","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-28 dBm"
"13534","39.558711","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"13543","39.585314","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-27 dBm"
"13544","39.585318","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-28 dBm"
"13546","39.585627","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-27 dBm"
"13547","39.585629","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-28 dBm"
"13558","39.616086","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-28 dBm"
"13559","39.616770","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-27 dBm"
"13560","39.616776","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-26 dBm"
"13561","39.616780","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-27 dBm"
"13570","39.665628","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"13597","39.763588","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"13627","39.870070","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"13654","39.972688","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"13678","40.070378","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"13713","40.177517","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"13739","40.279928","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"13771","40.379309","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"13795","40.480278","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"13823","40.582599","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"13874","40.684346","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"13879","40.719062","Commscope_23:24:6c","9a:f0:a8:58:69:71","802.11","387","-29 dBm"
"13880","40.719167","Commscope_23:24:6c","9a:f0:a8:58:69:71","802.11","387","-29 dBm"
"13881","40.719170","Commscope_23:24:6c","9a:f0:a8:58:69:71","802.11","387","-28 dBm"
"13927","40.892337","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"13951","40.996816","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"13989","41.095185","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"14016","41.204959","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"14051","41.303226","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"14076","41.402732","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"14093","41.439562","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-28 dBm"
"14094","41.443933","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-28 dBm"
"14095","41.443944","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-29 dBm"
"14157","41.609072","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"14201","41.814147","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"14249","41.918151","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"14266","41.985502","Commscope_23:24:6c","VantivaUSA_fe:94:cd","802.11","387","-28 dBm"
"14267","41.986767","Commscope_23:24:6c","VantivaUSA_fe:94:cd","802.11","387","-27 dBm"
"14269","41.988343","Commscope_23:24:6c","VantivaUSA_fe:94:cd","802.11","387","-27 dBm"
"14270","41.988347","Commscope_23:24:6c","VantivaUSA_fe:94:cd","802.11","387","-26 dBm"
"14285","42.021427","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"14314","42.120991","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"14348","42.225316","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"14383","42.323439","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"14410","42.395191","Commscope_23:24:6c","Intel_d9:ae:54","802.11","387","-26 dBm"
"14437","42.425467","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"14448","42.457236","Commscope_23:24:6c","Intel_d9:ae:54","802.11","387","-27 dBm"
"14449","42.457241","Commscope_23:24:6c","Intel_d9:ae:54","802.11","387","-27 dBm"
"14450","42.458500","Commscope_23:24:6c","Intel_d9:ae:54","802.11","387","-27 dBm"
"14473","42.532805","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
