"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)"
"9894","33.208169","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-31 dBm"
"9895","33.209483","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-30 dBm"
"9904","33.232806","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-29 dBm"
"9906","33.232814","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-31 dBm"
"9907","33.232922","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"9908","33.232927","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-29 dBm"
"9909","33.232930","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-30 dBm"
"9915","33.251788","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-31 dBm"
"9916","33.252965","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-29 dBm"
"9917","33.252972","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-30 dBm"
"9918","33.254108","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-30 dBm"
"9946","33.345704","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm"
"9965","33.439672","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"9994","33.543293","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"10029","33.656222","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"10051","33.748354","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"10079","33.847036","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"10104","33.949989","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"10130","34.052304","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"10146","34.124040","Commscope_23:24:6c","VantivaUSA_c4:3e:1a","802.11","387","-30 dBm"
"10147","34.124046","Commscope_23:24:6c","VantivaUSA_c4:3e:1a","802.11","387","-30 dBm"
"10148","34.124047","Commscope_23:24:6c","VantivaUSA_c4:3e:1a","802.11","387","-30 dBm"
"10149","34.124123","Commscope_23:24:6c","VantivaUSA_c4:3e:1a","802.11","387","-30 dBm"
"10164","34.153558","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"10207","34.260367","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"10238","34.359963","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"10271","34.467418","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"10333","34.566527","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"10392","34.669333","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"10428","34.768981","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"10460","34.877302","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"10493","34.973705","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"10513","35.078489","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"10555","35.179400","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"10595","35.280422","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"10623","35.369524","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-25 dBm"
"10624","35.370771","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-25 dBm"
"10625","35.370774","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-25 dBm"
"10627","35.373651","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-25 dBm"
"10640","35.384386","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-25 dBm"
"10641","35.384392","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-25 dBm"
"10643","35.384401","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"10644","35.384404","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-25 dBm"
"10645","35.384408","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-25 dBm"
"10676","35.487709","Commscope_23:24:6c","Broadcast","802.11","287","-24 dBm"
"10703","35.588171","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"10725","35.702964","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"10767","35.792645","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"10810","35.896756","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"10850","35.997416","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"10901","36.103342","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"10911","36.114148","Commscope_23:24:6c","VantivaUSA_80:25:f0","802.11","387","-27 dBm"
"10912","36.115739","Commscope_23:24:6c","VantivaUSA_80:25:f0","802.11","387","-27 dBm"
"10913","36.115744","Commscope_23:24:6c","VantivaUSA_80:25:f0","802.11","387","-27 dBm"
"10921","36.151749","Commscope_23:24:6c","VantivaUSA_3c:54:73","802.11","387","-27 dBm"
"10922","36.151753","Commscope_23:24:6c","VantivaUSA_3c:54:73","802.11","387","-26 dBm"
"10923","36.151804","Commscope_23:24:6c","VantivaUSA_3c:54:73","802.11","387","-27 dBm"
"10924","36.151809","Commscope_23:24:6c","VantivaUSA_3c:54:73","802.11","387","-26 dBm"
"10953","36.227975","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"10954","36.227977","Commscope_23:24:6c","VantivaUSA_b8:2c:66","802.11","387","-25 dBm"
"10955","36.229576","Commscope_23:24:6c","VantivaUSA_b8:2c:66","802.11","387","-26 dBm"
"10956","36.229581","Commscope_23:24:6c","VantivaUSA_b8:2c:66","802.11","387","-25 dBm"
"10963","36.274178","Commscope_23:24:6c","VantivaUSA_3c:54:73","802.11","387","-26 dBm"
"10964","36.274183","Commscope_23:24:6c","VantivaUSA_3c:54:73","802.11","387","-27 dBm"
"10965","36.274187","Commscope_23:24:6c","VantivaUSA_3c:54:73","802.11","387","-27 dBm"
"10966","36.275406","Commscope_23:24:6c","VantivaUSA_3c:54:73","802.11","387","-27 dBm"
"10980","36.307385","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"11005","36.412106","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"11036","36.509524","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"11049","36.561594","Commscope_23:24:6c","VantivaUSA_bb:04:d1","802.11","387","-27 dBm"
"11050","36.561874","Commscope_23:24:6c","VantivaUSA_bb:04:d1","802.11","387","-26 dBm"
"11051","36.561879","Commscope_23:24:6c","VantivaUSA_bb:04:d1","802.11","387","-26 dBm"
"11052","36.561884","Commscope_23:24:6c","VantivaUSA_bb:04:d1","802.11","387","-26 dBm"
"11076","36.610972","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"11104","36.728844","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"11117","36.784387","Commscope_23:24:6c","VantivaUSA_21:c1:b7","802.11","387","-28 dBm"
"11118","36.784390","Commscope_23:24:6c","VantivaUSA_21:c1:b7","802.11","387","-28 dBm"
"11119","36.784392","Commscope_23:24:6c","VantivaUSA_21:c1:b7","802.11","387","-27 dBm"
"11120","36.785373","Commscope_23:24:6c","VantivaUSA_21:c1:b7","802.11","387","-29 dBm"
"11144","36.814621","Commscope_23:24:6c","VantivaUSA_3f:b1:bd","802.11","387","-28 dBm"
"11146","36.814627","Commscope_23:24:6c","VantivaUSA_3f:b1:bd","802.11","387","-28 dBm"
"11152","36.817797","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"11176","36.849672","Commscope_23:24:6c","VantivaUSA_f2:df:8c","802.11","387","-27 dBm"
"11177","36.850329","Commscope_23:24:6c","VantivaUSA_f2:df:8c","802.11","387","-28 dBm"
"11178","36.850333","Commscope_23:24:6c","VantivaUSA_f2:df:8c","802.11","387","-29 dBm"
"11210","36.919064","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"11242","37.021449","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"11273","37.128127","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"11304","37.232560","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"11311","37.237443","Commscope_23:24:6c","VantivaUSA_eb:46:50","802.11","387","-28 dBm"
"11312","37.238928","Commscope_23:24:6c","VantivaUSA_eb:46:50","802.11","387","-27 dBm"
"11313","37.238931","Commscope_23:24:6c","VantivaUSA_eb:46:50","802.11","387","-26 dBm"
"11314","37.240841","Commscope_23:24:6c","VantivaUSA_eb:46:50","802.11","387","-28 dBm"
"11333","37.334881","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"11357","37.432840","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"11391","37.532328","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"11422","37.636548","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"11456","37.744243","Commscope_23:24:6c","Broadcast","802.11","287","-24 dBm"
"11480","37.846899","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"11515","37.942903","Commscope_23:24:6c","Broadcast","802.11","287","-24 dBm"
"11540","38.050418","Commscope_23:24:6c","Broadcast","802.11","287","-24 dBm"
"11593","38.148941","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"11612","38.211134","Commscope_23:24:6c","Commscope_71:86:02","802.11","387","-24 dBm"
"11613","38.211139","Commscope_23:24:6c","Commscope_71:86:02","802.11","387","-23 dBm"
"11614","38.211144","Commscope_23:24:6c","Commscope_71:86:02","802.11","387","-23 dBm"
"11615","38.212373","Commscope_23:24:6c","Commscope_71:86:02","802.11","387","-24 dBm"
"11638","38.252113","Commscope_23:24:6c","Broadcast","802.11","287","-24 dBm"
"11702","38.455525","Commscope_23:24:6c","Broadcast","802.11","287","-24 dBm"
"11743","38.565491","Commscope_23:24:6c","Broadcast","802.11","287","-24 dBm"
"11769","38.660167","Commscope_23:24:6c","Broadcast","802.11","287","-24 dBm"
"11824","38.763837","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"11909","38.968135","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"11968","39.072587","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"12021","39.175506","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"12059","39.275024","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"12105","39.375433","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"12136","39.482347","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"12191","39.582182","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"12237","39.691397","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"12263","39.786513","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"12293","39.888944","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"12322","39.991131","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"12348","40.094024","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"12361","40.154142","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-30 dBm"
"12362","40.155455","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-30 dBm"
"12363","40.155461","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-31 dBm"
"12364","40.156868","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-27 dBm"
"12387","40.196107","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"12407","40.298537","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"12433","40.400949","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"12460","40.509521","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"12511","40.604981","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"12570","40.707132","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"12611","40.816255","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"12639","40.918162","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"12668","41.015387","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"12695","41.122999","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"12719","41.220143","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"12755","41.328439","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"12774","41.430410","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"12800","41.528500","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"12824","41.639803","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"12848","41.733365","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"12879","41.835291","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"12913","41.937046","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"12939","42.039546","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"13007","42.245734","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"13040","42.346282","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"13125","42.653522","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"13153","42.756764","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"13182","42.858614","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"13218","42.964336","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"13249","43.063409","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"13272","43.166007","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"13293","43.212694","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-25 dBm"
"13294","43.212697","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-25 dBm"
"13295","43.212784","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-25 dBm"
"13296","43.212788","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-26 dBm"
"13320","43.271692","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"13350","43.371034","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"13373","43.472782","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"13412","43.574825","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"13452","43.677732","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"13488","43.780595","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"13516","43.883173","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"13575","44.155057","Commscope_23:24:6c","VantivaUSA_f4:90:cd","802.11","387","-24 dBm"
"13576","44.155977","Commscope_23:24:6c","VantivaUSA_f4:90:cd","802.11","387","-25 dBm"
"13577","44.158340","Commscope_23:24:6c","VantivaUSA_f4:90:cd","802.11","387","-24 dBm"
"13578","44.158678","Commscope_23:24:6c","VantivaUSA_f4:90:cd","802.11","387","-25 dBm"
"13593","44.188860","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"13628","44.291307","Commscope_23:24:6c","Broadcast","802.11","287","-24 dBm"
"13657","44.394590","Commscope_23:24:6c","Broadcast","802.11","287","-24 dBm"
"13680","44.497153","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"13716","44.599373","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"13735","44.701547","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"13767","44.804172","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"13805","44.912867","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"13815","44.948512","Commscope_23:24:6c","VantivaUSA_c4:3e:1a","802.11","387","-27 dBm"
"13816","44.948840","Commscope_23:24:6c","VantivaUSA_c4:3e:1a","802.11","387","-26 dBm"
"13817","44.948845","Commscope_23:24:6c","VantivaUSA_c4:3e:1a","802.11","387","-27 dBm"
"13818","44.948849","Commscope_23:24:6c","VantivaUSA_c4:3e:1a","802.11","387","-26 dBm"
"13865","45.111522","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"13899","45.214132","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"13944","45.317272","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"13973","45.382896","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-30 dBm"
"13974","45.382902","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-29 dBm"
"13975","45.382906","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-29 dBm"
"13976","45.383601","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-28 dBm"
"13989","45.393375","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-30 dBm"
"13990","45.393379","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-29 dBm"
"13991","45.394642","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-30 dBm"
"13993","45.395971","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-29 dBm"
"14008","45.418913","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"14067","45.623110","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"14096","45.726070","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"14131","45.828197","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"14146","45.899579","Commscope_23:24:6c","VantivaUSA_fe:94:cd","802.11","387","0 dBm"
"14147","45.899597","Commscope_23:24:6c","VantivaUSA_fe:94:cd","802.11","387","0 dBm"
"14169","45.931240","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"14200","46.036713","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"14204","46.054837","Commscope_23:24:6c","VantivaUSA_fa:90:84","802.11","387","-29 dBm"
"14205","46.054848","Commscope_23:24:6c","VantivaUSA_fa:90:84","802.11","387","-30 dBm"
"14206","46.054852","Commscope_23:24:6c","VantivaUSA_fa:90:84","802.11","387","-31 dBm"
"14207","46.054945","Commscope_23:24:6c","VantivaUSA_fa:90:84","802.11","387","-29 dBm"
"14240","46.137009","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"14308","46.349665","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"14336","46.442550","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"14344","46.491334","Commscope_23:24:6c","VantivaUSA_34:38:0a","802.11","387","-28 dBm"
"14345","46.491338","Commscope_23:24:6c","VantivaUSA_34:38:0a","802.11","387","-27 dBm"
"14346","46.491341","Commscope_23:24:6c","VantivaUSA_34:38:0a","802.11","387","-27 dBm"
"14347","46.491431","Commscope_23:24:6c","VantivaUSA_34:38:0a","802.11","387","-28 dBm"
"14362","46.548404","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"14380","46.607222","Commscope_23:24:6c","VantivaUSA_34:38:0a","802.11","387","-27 dBm"
"14381","46.607510","Commscope_23:24:6c","VantivaUSA_34:38:0a","802.11","387","-28 dBm"
"14382","46.608496","Commscope_23:24:6c","VantivaUSA_34:38:0a","802.11","387","-27 dBm"
"14383","46.609818","Commscope_23:24:6c","VantivaUSA_34:38:0a","802.11","387","-29 dBm"
"14396","46.647213","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"14431","46.755531","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"14466","46.850707","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"14477","46.870950","Commscope_23:24:6c","VantivaUSA_d0:97:64","802.11","387","-29 dBm"
"14478","46.870955","Commscope_23:24:6c","VantivaUSA_d0:97:64","802.11","387","-29 dBm"
"14487","46.876421","Commscope_23:24:6c","VantivaUSA_14:39:8a","802.11","387","-29 dBm"
"14488","46.876426","Commscope_23:24:6c","VantivaUSA_14:39:8a","802.11","387","-29 dBm"
"14490","46.877577","Commscope_23:24:6c","VantivaUSA_14:39:8a","802.11","387","-30 dBm"
"14510","46.955405","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"14536","47.063114","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"14570","47.159202","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"14597","47.263368","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"14633","47.364140","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"14660","47.466827","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"14674","47.570470","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"14700","47.671398","Commscope_23:24:6c","Broadcast","802.11","287","-24 dBm"
"14736","47.773734","Commscope_23:24:6c","Broadcast","802.11","287","-24 dBm"
"14776","47.876377","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"14820","47.980037","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"14851","48.081274","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"14880","48.183313","Commscope_23:24:6c","Broadcast","802.11","287","-24 dBm"
"14892","48.206123","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-25 dBm"
"14893","48.206127","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-25 dBm"
"14894","48.207178","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-24 dBm"
"14896","48.208781","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-24 dBm"
"14900","48.229130","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-24 dBm"
"14901","48.229133","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-25 dBm"
"14902","48.229136","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-24 dBm"
"14922","48.285564","Commscope_23:24:6c","Broadcast","802.11","287","-23 dBm"
"14961","48.390961","Commscope_23:24:6c","Broadcast","802.11","287","-24 dBm"
"15000","48.491113","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"15031","48.593139","Commscope_23:24:6c","Broadcast","802.11","287","-24 dBm"
"15061","48.695372","Commscope_23:24:6c","Broadcast","802.11","287","-24 dBm"
"15062","48.695376","Commscope_23:24:6c","22:c3:b7:68:5f:f2","802.11","387","-24 dBm"
"15065","48.696711","Commscope_23:24:6c","22:c3:b7:68:5f:f2","802.11","387","-24 dBm"
"15066","48.696715","Commscope_23:24:6c","22:c3:b7:68:5f:f2","802.11","387","-23 dBm"
"15067","48.697865","Commscope_23:24:6c","22:c3:b7:68:5f:f2","802.11","387","-23 dBm"
"15108","48.798314","Commscope_23:24:6c","Broadcast","802.11","287","-24 dBm"
"15144","48.900421","Commscope_23:24:6c","Broadcast","802.11","287","-24 dBm"
"15191","49.002385","Commscope_23:24:6c","Broadcast","802.11","287","-24 dBm"
"15223","49.104820","Commscope_23:24:6c","Broadcast","802.11","287","-23 dBm"
"15240","49.134243","Commscope_23:24:6c","Commscope_71:86:02","802.11","387","-23 dBm"
"15241","49.134247","Commscope_23:24:6c","Commscope_71:86:02","802.11","387","-24 dBm"
"15242","49.134249","Commscope_23:24:6c","Commscope_71:86:02","802.11","387","-24 dBm"
"15243","49.134253","Commscope_23:24:6c","Commscope_71:86:02","802.11","387","-24 dBm"
"15573","50.167551","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-26 dBm"
"15574","50.167662","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-26 dBm"
"15577","50.172831","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-26 dBm"
"15579","50.172836","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-26 dBm"
"15604","50.233636","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"15682","50.435963","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"15707","50.568738","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"15737","50.646665","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"15773","50.749735","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"15805","50.847591","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"15840","50.951488","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"15874","51.055374","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"15910","51.154708","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"15945","51.261736","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"15982","51.360656","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"16015","51.466828","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"16017","51.469789","Commscope_23:24:6c","56:53:dd:e5:f6:85","802.11","387","-28 dBm"
"16018","51.469795","Commscope_23:24:6c","56:53:dd:e5:f6:85","802.11","387","-26 dBm"
"16069","51.668345","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"16096","51.773500","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"16126","51.872531","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"16156","51.970950","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"16191","52.085296","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"16218","52.183161","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"16242","52.290522","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"16259","52.381875","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"16286","52.483448","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"16321","52.592715","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"16342","52.682305","Commscope_23:24:6c","16:6c:fc:74:15:1f","802.11","387","-30 dBm"
"16343","52.682901","Commscope_23:24:6c","16:6c:fc:74:15:1f","802.11","387","-29 dBm"
"16344","52.685292","Commscope_23:24:6c","16:6c:fc:74:15:1f","802.11","387","-30 dBm"
"16346","52.685696","Commscope_23:24:6c","16:6c:fc:74:15:1f","802.11","387","-29 dBm"
"16352","52.691867","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"16368","52.762661","Commscope_23:24:6c","0e:b9:f0:77:19:75","802.11","387","-28 dBm"
"16369","52.762665","Commscope_23:24:6c","0e:b9:f0:77:19:75","802.11","387","-28 dBm"
"16370","52.762747","Commscope_23:24:6c","0e:b9:f0:77:19:75","802.11","387","-28 dBm"
"16371","52.762751","Commscope_23:24:6c","0e:b9:f0:77:19:75","802.11","387","-28 dBm"
"16383","52.796044","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"16403","52.901277","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"16422","53.001907","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm"
"16446","53.100351","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"16477","53.206152","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"16517","53.302311","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"16549","53.421710","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"16574","53.514171","Commscope_23:24:6c","Broadcast","802.11","287","-24 dBm"
"16610","53.611491","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm"
"16647","53.740934","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"16669","53.815427","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"16706","53.921790","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"16767","54.128639","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"16798","54.230963","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
