"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Data rate"
"24003","59.402166","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-34 dBm","6"
"24004","59.402264","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-34 dBm","6"
"24005","59.402267","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-34 dBm","6"
"24029","59.481903","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"24065","59.585315","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"24097","59.692280","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"24148","59.798981","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"24183","59.894206","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"24245","59.998161","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"24287","60.096999","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"24293","60.105324","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-29 dBm","6"
"24310","60.119121","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-30 dBm","6"
"24311","60.120230","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-30 dBm","6"
"24312","60.120235","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-29 dBm","6"
"24313","60.121302","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-29 dBm","6"
"24354","60.202175","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"24388","60.302051","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"24424","60.404496","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"24474","60.506807","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"24513","60.624837","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"24548","60.710674","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"24579","60.815919","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"24616","60.918328","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"24687","61.019574","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"24733","61.121753","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"24773","61.222748","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"24809","61.327155","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"24876","61.530201","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"24910","61.639012","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"24962","61.841665","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"24996","61.940723","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"25032","62.046482","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"25071","62.149495","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"25072","62.149498","Commscope_23:24:6c","VantivaUSA_c5:dd:3d","802.11","387","-34 dBm","6"
"25073","62.149502","Commscope_23:24:6c","VantivaUSA_c5:dd:3d","802.11","387","-34 dBm","6"
"25074","62.149504","Commscope_23:24:6c","VantivaUSA_c5:dd:3d","802.11","387","-34 dBm","6"
"25075","62.149602","Commscope_23:24:6c","VantivaUSA_c5:dd:3d","802.11","387","-34 dBm","6"
"25106","62.246858","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"25142","62.350257","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"25177","62.451766","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"25212","62.556689","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"25240","62.656806","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"25279","62.759745","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"25313","62.863999","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"25345","62.968053","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"25377","63.066889","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"25418","63.172943","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"25461","63.275257","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"25485","63.326500","Commscope_23:24:6c","fa:b3:5c:ea:fa:e5","802.11","387","-32 dBm","6"
"25486","63.326504","Commscope_23:24:6c","fa:b3:5c:ea:fa:e5","802.11","387","-31 dBm","6"
"25487","63.326508","Commscope_23:24:6c","fa:b3:5c:ea:fa:e5","802.11","387","-32 dBm","6"
"25488","63.327125","Commscope_23:24:6c","fa:b3:5c:ea:fa:e5","802.11","387","-31 dBm","6"
"25509","63.376084","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"25560","63.480390","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"25611","63.586204","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"25651","63.685321","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"25686","63.782548","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"25730","63.884950","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"25773","63.992065","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"25818","64.090874","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"26226","65.216599","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"26270","65.320603","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"26319","65.424196","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"26367","65.523851","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"26416","65.627401","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"26462","65.729461","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"26499","65.833653","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"26542","65.934269","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"26547","65.952715","Commscope_23:24:6c","66:e9:fa:18:0d:60","802.11","387","-39 dBm","6"
"26548","65.953898","Commscope_23:24:6c","66:e9:fa:18:0d:60","802.11","387","-38 dBm","6"
"26557","65.959825","Commscope_23:24:6c","66:e9:fa:18:0d:60","802.11","387","-38 dBm","6"
"26560","65.961918","Commscope_23:24:6c","66:e9:fa:18:0d:60","802.11","387","-38 dBm","6"
"26589","66.037869","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"26639","66.137748","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"26688","66.244919","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"26734","66.343221","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"26752","66.399522","Commscope_23:24:6c","VantivaUSA_47:c6:30","802.11","387","-38 dBm","6"
"26753","66.399528","Commscope_23:24:6c","VantivaUSA_47:c6:30","802.11","387","-35 dBm","6"
"26754","66.399531","Commscope_23:24:6c","VantivaUSA_47:c6:30","802.11","387","-37 dBm","6"
"26755","66.405554","Commscope_23:24:6c","VantivaUSA_47:c6:30","802.11","387","-37 dBm","6"
"26778","66.446064","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"26816","66.549279","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"26860","66.651138","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"26885","66.723911","Commscope_23:24:6c","VantivaUSA_21:c1:b7","802.11","387","-37 dBm","6"
"26886","66.730347","Commscope_23:24:6c","VantivaUSA_21:c1:b7","802.11","387","-38 dBm","6"
"26888","66.730356","Commscope_23:24:6c","VantivaUSA_21:c1:b7","802.11","387","-38 dBm","6"
"26890","66.733118","Commscope_23:24:6c","VantivaUSA_21:c1:b7","802.11","387","-38 dBm","6"
"26907","66.753245","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"26915","66.774766","Commscope_23:24:6c","VantivaUSA_3f:b1:bd","802.11","387","-38 dBm","6"
"26916","66.775088","Commscope_23:24:6c","VantivaUSA_3f:b1:bd","802.11","387","-37 dBm","6"
"26919","66.781381","Commscope_23:24:6c","VantivaUSA_3f:b1:bd","802.11","387","-37 dBm","6"
"26920","66.781385","Commscope_23:24:6c","VantivaUSA_3f:b1:bd","802.11","387","-38 dBm","6"
"26972","66.858762","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"27019","66.957600","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"27079","67.063477","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"27108","67.170698","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"27120","67.210510","Commscope_23:24:6c","VantivaUSA_eb:46:50","802.11","387","-36 dBm","6"
"27121","67.210590","Commscope_23:24:6c","VantivaUSA_eb:46:50","802.11","387","-36 dBm","6"
"27122","67.210594","Commscope_23:24:6c","VantivaUSA_eb:46:50","802.11","387","-36 dBm","6"
"27123","67.217326","Commscope_23:24:6c","VantivaUSA_eb:46:50","802.11","387","-37 dBm","6"
"27140","67.266617","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"27186","67.371943","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"27216","67.470352","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"27259","67.572776","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"27294","67.681517","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"27329","67.777362","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"27369","67.898471","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"27396","67.968578","Commscope_23:24:6c","Commscope_71:86:02","802.11","387","-37 dBm","6"
"27399","67.969530","Commscope_23:24:6c","Commscope_71:86:02","802.11","387","-38 dBm","6"
"27400","67.969535","Commscope_23:24:6c","Commscope_71:86:02","802.11","387","-37 dBm","6"
"27401","67.970664","Commscope_23:24:6c","Commscope_71:86:02","802.11","387","-37 dBm","6"
"27415","67.981868","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"27455","68.084128","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"27498","68.186376","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"27541","68.289106","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"27588","68.392095","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"27624","68.493184","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"27655","68.599375","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"27689","68.699160","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"27732","68.804749","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"27768","68.906040","Commscope_23:24:6c","Broadcast","802.11","287","0 dBm","6.5"
"27814","69.016797","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"27841","69.107656","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"27882","69.209882","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"27949","69.314444","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"27953","69.327940","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-36 dBm","6"
"27955","69.327949","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-34 dBm","6"
"27956","69.327952","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-36 dBm","6"
"27957","69.328052","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-33 dBm","6"
"27968","69.349883","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-33 dBm","6"
"27969","69.349886","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-33 dBm","6"
"27970","69.351192","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-33 dBm","6"
"27971","69.351195","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-33 dBm","6"
"27979","69.378301","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-36 dBm","6"
"27980","69.378303","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-34 dBm","6"
"27981","69.379541","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-34 dBm","6"
"27982","69.379545","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-34 dBm","6"
"28005","69.415252","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"28015","69.432185","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-33 dBm","6"
"28016","69.432189","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-33 dBm","6"
"28017","69.433778","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-35 dBm","6"
"28018","69.433784","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-33 dBm","6"
"28055","69.518385","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"28100","69.626540","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"28140","69.722277","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"28187","69.824671","Commscope_23:24:6c","Broadcast","802.11","287","0 dBm","6.5"
"28229","69.927930","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"28276","70.033042","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"28299","70.089667","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-35 dBm","6"
"28300","70.092626","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-35 dBm","6"
"28301","70.094876","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-35 dBm","6"
"28302","70.094880","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-35 dBm","6"
"28313","70.100369","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-35 dBm","6"
"28314","70.101893","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-35 dBm","6"
"28317","70.103565","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-35 dBm","6"
"28322","70.113163","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-35 dBm","6"
"28329","70.135305","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"28379","70.234235","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"28435","70.341600","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"28479","70.442980","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"28533","70.542322","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"28567","70.645233","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"28613","70.746195","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"28654","70.848630","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"28697","70.954763","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"28749","71.055487","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"28804","71.160037","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"28855","71.259200","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"28895","71.362853","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"28944","71.464637","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"28954","71.485814","Commscope_23:24:6c","VantivaUSA_c5:dd:3d","802.11","387","-30 dBm","6"
"28955","71.489539","Commscope_23:24:6c","VantivaUSA_c5:dd:3d","802.11","387","-27 dBm","6"
"28988","71.566332","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"29031","71.673035","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"29083","71.771158","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"29136","71.884547","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"29180","71.975329","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"29222","72.081489","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"29264","72.179652","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"29302","72.283321","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"29353","72.385591","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"29391","72.487293","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"29430","72.597081","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"29462","72.692017","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"29558","72.896655","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"29616","73.000726","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"29658","73.107157","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"29688","73.205879","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"29736","73.307155","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"29781","73.408592","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"29830","73.511433","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"29890","73.621000","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"29929","73.716889","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"29974","73.826319","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"30013","73.922044","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"30069","74.024009","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"30110","74.123575","Commscope_23:24:6c","VantivaUSA_f4:90:cd","802.11","387","-35 dBm","6"
"30111","74.123679","Commscope_23:24:6c","VantivaUSA_f4:90:cd","802.11","387","-35 dBm","6"
"30112","74.124709","Commscope_23:24:6c","VantivaUSA_f4:90:cd","802.11","387","-36 dBm","6"
"30113","74.129042","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"30148","74.228852","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"30186","74.330646","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"30225","74.435970","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"30270","74.536831","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"30308","74.644652","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"30342","74.740917","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"30372","74.849982","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"30401","74.944487","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"30427","75.013788","Commscope_23:24:6c","d6:1b:e8:61:c8:65","802.11","387","-36 dBm","6"
"30428","75.013791","Commscope_23:24:6c","d6:1b:e8:61:c8:65","802.11","387","-36 dBm","6"
"30429","75.013794","Commscope_23:24:6c","d6:1b:e8:61:c8:65","802.11","387","-35 dBm","6"
"30430","75.014476","Commscope_23:24:6c","d6:1b:e8:61:c8:65","802.11","387","-35 dBm","6"
"30446","75.047313","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"30482","75.150412","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"30525","75.256055","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"30543","75.312095","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-28 dBm","6"
"30544","75.312098","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-28 dBm","6"
"30545","75.312101","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-28 dBm","6"
"30546","75.312865","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-28 dBm","6"
"30580","75.355192","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"30619","75.457725","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"30654","75.562717","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"30692","75.662468","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"30742","75.781399","Commscope_23:24:6c","VantivaUSA_3c:54:73","802.11","387","-32 dBm","6"
"30743","75.784333","Commscope_23:24:6c","VantivaUSA_3c:54:73","802.11","387","-33 dBm","6"
"30744","75.784643","Commscope_23:24:6c","VantivaUSA_3c:54:73","802.11","387","-34 dBm","6"
"30745","75.784648","Commscope_23:24:6c","VantivaUSA_3c:54:73","802.11","387","-31 dBm","6"
"30771","75.845933","Commscope_23:24:6c","VantivaUSA_fe:94:cd","802.11","387","-35 dBm","6"
"30772","75.845935","Commscope_23:24:6c","VantivaUSA_fe:94:cd","802.11","387","-33 dBm","6"
"30773","75.845937","Commscope_23:24:6c","VantivaUSA_fe:94:cd","802.11","387","-33 dBm","6"
"30775","75.846840","Commscope_23:24:6c","VantivaUSA_fe:94:cd","802.11","387","-33 dBm","6"
"30784","75.870591","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"30823","75.970869","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"30858","76.072484","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"30909","76.173735","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"30948","76.277962","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"30966","76.322954","Commscope_23:24:6c","Intel_d9:ae:54","802.11","387","-35 dBm","6"
"30967","76.322958","Commscope_23:24:6c","Intel_d9:ae:54","802.11","387","-36 dBm","6"
"30968","76.322961","Commscope_23:24:6c","Intel_d9:ae:54","802.11","387","-36 dBm","6"
"30969","76.322964","Commscope_23:24:6c","Intel_d9:ae:54","802.11","387","-36 dBm","6"
"31002","76.378084","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"31008","76.383974","Commscope_23:24:6c","Intel_d9:ae:54","802.11","387","-36 dBm","6"
"31009","76.383977","Commscope_23:24:6c","Intel_d9:ae:54","802.11","387","-37 dBm","6"
"31046","76.482467","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"31083","76.585486","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"31113","76.686446","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"31166","76.787572","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"31189","76.815542","Commscope_23:24:6c","VantivaUSA_d0:97:64","802.11","387","-38 dBm","6"
"31244","76.993689","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"31284","77.095369","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"31334","77.198436","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"31365","77.251550","Commscope_23:24:6c","VantivaConne_b7:78:00","802.11","387","-39 dBm","6"
"31366","77.251553","Commscope_23:24:6c","VantivaConne_b7:78:00","802.11","387","-39 dBm","6"
"31367","77.254389","Commscope_23:24:6c","VantivaConne_b7:78:00","802.11","387","-39 dBm","6"
"31368","77.254501","Commscope_23:24:6c","VantivaConne_b7:78:00","802.11","387","-39 dBm","6"
"31403","77.300974","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"31450","77.402339","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"31491","77.504898","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm","6.5"
"31533","77.610406","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"31575","77.709751","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"31621","77.812174","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm","6.5"
"31670","77.918505","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm","6.5"
"31727","77.994036","Commscope_23:24:6c","26:55:aa:93:7f:dd","802.11","387","-39 dBm","6"
"31728","77.995150","Commscope_23:24:6c","26:55:aa:93:7f:dd","802.11","387","-39 dBm","6"
"31730","77.996521","Commscope_23:24:6c","26:55:aa:93:7f:dd","802.11","387","-39 dBm","6"
"31731","77.996525","Commscope_23:24:6c","26:55:aa:93:7f:dd","802.11","387","-39 dBm","6"
"31751","78.019832","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"31752","78.019836","Commscope_23:24:6c","26:55:aa:93:7f:dd","802.11","387","-39 dBm","6"
"31755","78.019845","Commscope_23:24:6c","26:55:aa:93:7f:dd","802.11","387","-39 dBm","6"
"31756","78.019848","Commscope_23:24:6c","26:55:aa:93:7f:dd","802.11","387","-39 dBm","6"
"31758","78.020896","Commscope_23:24:6c","26:55:aa:93:7f:dd","802.11","387","-39 dBm","6"
"31801","78.084832","Commscope_23:24:6c","66:12:89:fb:0b:a2","802.11","387","-39 dBm","6"
"31802","78.086020","Commscope_23:24:6c","66:12:89:fb:0b:a2","802.11","387","-39 dBm","6"
"31803","78.086025","Commscope_23:24:6c","66:12:89:fb:0b:a2","802.11","387","-40 dBm","6"
"31804","78.091364","Commscope_23:24:6c","66:12:89:fb:0b:a2","802.11","387","-40 dBm","6"
"31810","78.106297","Commscope_23:24:6c","66:12:89:fb:0b:a2","802.11","387","-40 dBm","6"
"31811","78.106300","Commscope_23:24:6c","66:12:89:fb:0b:a2","802.11","387","-40 dBm","6"
"31812","78.106303","Commscope_23:24:6c","66:12:89:fb:0b:a2","802.11","387","-40 dBm","6"
"31813","78.107450","Commscope_23:24:6c","66:12:89:fb:0b:a2","802.11","387","-41 dBm","6"
"31814","78.122146","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm","6.5"
"31854","78.224360","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm","6.5"
"31918","78.295213","Commscope_23:24:6c","32:f0:e4:9a:c9:39","802.11","387","-40 dBm","6"
"31919","78.295218","Commscope_23:24:6c","32:f0:e4:9a:c9:39","802.11","387","-40 dBm","6"
"31921","78.295223","Commscope_23:24:6c","32:f0:e4:9a:c9:39","802.11","387","-40 dBm","6"
"31922","78.295225","Commscope_23:24:6c","32:f0:e4:9a:c9:39","802.11","387","-40 dBm","6"
"31947","78.323969","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
