"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Data rate"
"16850","42.160357","Commscope_23:24:6c","VantivaUSA_c5:dd:3d","802.11","387","-27 dBm","6"
"16851","42.161106","Commscope_23:24:6c","VantivaUSA_c5:dd:3d","802.11","387","-27 dBm","6"
"16856","42.185509","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"16892","42.279531","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"16926","42.380635","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"16974","42.487397","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"17015","42.588061","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"17046","42.688266","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"17086","42.793735","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"17122","42.893476","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"17176","42.995226","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"17218","43.101673","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"17260","43.199902","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"17304","43.306695","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"17345","43.405167","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"17390","43.507492","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"17430","43.613035","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"17467","43.712106","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"17506","43.815295","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"17520","43.918754","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"17552","44.020158","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"17595","44.123556","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"17631","44.225042","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"17657","44.281804","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-31 dBm","6"
"17658","44.282469","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-31 dBm","6"
"17659","44.284802","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-33 dBm","6"
"17660","44.284808","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-30 dBm","6"
"17676","44.328751","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"17677","44.328756","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-31 dBm","6"
"17678","44.328759","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-31 dBm","6"
"17683","44.332405","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-31 dBm","6"
"17684","44.332407","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-31 dBm","6"
"17689","44.352862","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-31 dBm","6"
"17691","44.359088","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-31 dBm","6"
"17692","44.359091","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-31 dBm","6"
"17693","44.359094","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-30 dBm","6"
"17711","44.391642","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-31 dBm","6"
"17722","44.429241","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"17738","44.448635","Commscope_23:24:6c","VantivaUSA_da:dd:a1","802.11","387","-30 dBm","6"
"17739","44.448639","Commscope_23:24:6c","VantivaUSA_da:dd:a1","802.11","387","-30 dBm","6"
"17740","44.451288","Commscope_23:24:6c","VantivaUSA_da:dd:a1","802.11","387","-31 dBm","6"
"17741","44.451292","Commscope_23:24:6c","VantivaUSA_da:dd:a1","802.11","387","-31 dBm","6"
"17789","44.531513","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"17832","44.633787","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"17867","44.736971","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"17908","44.847369","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"17942","44.944286","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"17983","45.044697","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"18017","45.145619","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"18059","45.248206","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"18114","45.309712","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-33 dBm","6"
"18115","45.311164","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-33 dBm","6"
"18117","45.311173","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-33 dBm","6"
"18118","45.312639","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-32 dBm","6"
"18126","45.321360","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-31 dBm","6"
"18127","45.321476","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-32 dBm","6"
"18128","45.321480","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-32 dBm","6"
"18129","45.321482","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-32 dBm","6"
"18147","45.353151","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"18205","45.454137","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"18240","45.557291","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"18278","45.659062","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"18336","45.763410","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"18376","45.866375","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"18426","45.965699","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"18469","46.062009","Commscope_23:24:6c","VantivaUSA_80:25:f0","802.11","387","-36 dBm","6"
"18470","46.062013","Commscope_23:24:6c","VantivaUSA_80:25:f0","802.11","387","-35 dBm","6"
"18473","46.069383","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"18516","46.142814","Commscope_23:24:6c","VantivaUSA_b8:2c:66","802.11","387","-35 dBm","6"
"18518","46.142822","Commscope_23:24:6c","VantivaUSA_b8:2c:66","802.11","387","-34 dBm","6"
"18519","46.142826","Commscope_23:24:6c","VantivaUSA_b8:2c:66","802.11","387","-37 dBm","6"
"18520","46.142830","Commscope_23:24:6c","VantivaUSA_b8:2c:66","802.11","387","-37 dBm","6"
"18539","46.172419","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"18574","46.273086","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"18615","46.375631","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"18661","46.477653","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"18699","46.582826","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"18704","46.611239","Commscope_23:24:6c","VantivaUSA_bb:04:d1","802.11","387","-33 dBm","6"
"18705","46.611351","Commscope_23:24:6c","VantivaUSA_bb:04:d1","802.11","387","-35 dBm","6"
"18739","46.685169","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"18774","46.749721","Commscope_23:24:6c","VantivaUSA_3f:b1:bd","802.11","387","-35 dBm","6"
"18775","46.750908","Commscope_23:24:6c","VantivaUSA_3f:b1:bd","802.11","387","-35 dBm","6"
"18776","46.750912","Commscope_23:24:6c","VantivaUSA_3f:b1:bd","802.11","387","-35 dBm","6"
"18777","46.752084","Commscope_23:24:6c","VantivaUSA_3f:b1:bd","802.11","387","-35 dBm","6"
"18793","46.787183","Commscope_23:24:6c","VantivaUSA_3f:b1:bd","802.11","387","-35 dBm","6"
"18794","46.787190","Commscope_23:24:6c","VantivaUSA_3f:b1:bd","802.11","387","-37 dBm","6"
"18795","46.787192","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"18798","46.796360","Commscope_23:24:6c","VantivaUSA_f2:df:8c","802.11","387","-37 dBm","6"
"18808","46.813019","Commscope_23:24:6c","VantivaUSA_f2:df:8c","802.11","387","-34 dBm","6"
"18809","46.813026","Commscope_23:24:6c","VantivaUSA_f2:df:8c","802.11","387","-34 dBm","6"
"18841","46.887403","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"18884","46.989308","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"18946","47.091840","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"18990","47.196493","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"19003","47.217456","Commscope_23:24:6c","VantivaUSA_eb:46:50","802.11","387","0 dBm","6"
"19045","47.298205","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"19087","47.400670","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"19141","47.501849","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"19188","47.607567","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"19230","47.706613","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"19271","47.810944","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"19309","47.911789","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"19372","48.013141","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"19419","48.116990","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"19473","48.217530","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"19518","48.321133","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"19568","48.423203","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"19613","48.527720","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"19645","48.608204","Commscope_23:24:6c","e2:d5:34:6b:5f:f4","802.11","387","-37 dBm","6"
"19654","48.633453","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"19678","48.682452","Commscope_23:24:6c","56:5f:d1:2d:92:5c","802.11","387","-37 dBm","6"
"19679","48.683635","Commscope_23:24:6c","56:5f:d1:2d:92:5c","802.11","387","-37 dBm","6"
"19680","48.683639","Commscope_23:24:6c","56:5f:d1:2d:92:5c","802.11","387","-36 dBm","6"
"19681","48.685151","Commscope_23:24:6c","56:5f:d1:2d:92:5c","802.11","387","-36 dBm","6"
"19702","48.730672","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"19746","48.833164","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"19798","48.934634","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"19855","49.038081","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"19899","49.141157","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"19946","49.241747","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"19989","49.347383","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm","6.5"
"20040","49.448564","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"20090","49.549159","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"20123","49.654069","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"20178","49.754074","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"20211","49.859088","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"20255","49.963731","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"20339","50.062177","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"20356","50.093016","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-37 dBm","6"
"20357","50.093019","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-37 dBm","6"
"20358","50.093024","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-37 dBm","6"
"20359","50.094580","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-37 dBm","6"
"20367","50.102324","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-36 dBm","6"
"20368","50.102328","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-38 dBm","6"
"20369","50.102330","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-36 dBm","6"
"20370","50.103477","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-37 dBm","6"
"20394","50.164355","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"20431","50.266033","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"20471","50.367962","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"20520","50.473346","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"20567","50.573164","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"20611","50.675307","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"20650","50.779760","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"20686","50.890466","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"20723","50.982549","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"20778","51.085994","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"20820","51.192585","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"20863","51.291403","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"20902","51.393273","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"20944","51.498225","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"20972","51.559725","Commscope_23:24:6c","VantivaUSA_c5:dd:3d","802.11","387","-30 dBm","6"
"20973","51.559729","Commscope_23:24:6c","VantivaUSA_c5:dd:3d","802.11","387","-29 dBm","6"
"20975","51.562756","Commscope_23:24:6c","VantivaUSA_c5:dd:3d","802.11","387","-32 dBm","6"
"20976","51.562761","Commscope_23:24:6c","VantivaUSA_c5:dd:3d","802.11","387","-32 dBm","6"
"20982","51.599768","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"21024","51.701556","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"21069","51.802717","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"21110","51.904867","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"21150","52.006693","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"21180","52.109328","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"21224","52.212177","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"21240","52.259382","Commscope_23:24:6c","Intel_1a:ed:c5","802.11","387","-29 dBm","6"
"21241","52.259386","Commscope_23:24:6c","Intel_1a:ed:c5","802.11","387","-29 dBm","6"
"21242","52.259496","Commscope_23:24:6c","Intel_1a:ed:c5","802.11","387","-29 dBm","6"
"21261","52.313587","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"21263","52.316768","Commscope_23:24:6c","Intel_1a:ed:c5","802.11","387","-27 dBm","6"
"21264","52.319297","Commscope_23:24:6c","Intel_1a:ed:c5","802.11","387","-29 dBm","6"
"21265","52.319303","Commscope_23:24:6c","Intel_1a:ed:c5","802.11","387","-27 dBm","6"
"21266","52.319306","Commscope_23:24:6c","Intel_1a:ed:c5","802.11","387","-28 dBm","6"
"21294","52.417197","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"21332","52.518454","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"21360","52.620800","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"21389","52.726525","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"21420","52.827807","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"21467","52.927920","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"21504","53.030531","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"21529","53.132962","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"21562","53.236366","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"21608","53.338730","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"21642","53.441174","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"21674","53.543483","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"21711","53.645993","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"21750","53.752045","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"21780","53.854943","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"21817","53.956465","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"21872","54.054754","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"21886","54.109139","Commscope_23:24:6c","VantivaUSA_f4:90:cd","802.11","387","-27 dBm","6"
"21887","54.109141","Commscope_23:24:6c","VantivaUSA_f4:90:cd","802.11","387","-28 dBm","6"
"21888","54.109143","Commscope_23:24:6c","VantivaUSA_f4:90:cd","802.11","387","-28 dBm","6"
"21889","54.109704","Commscope_23:24:6c","VantivaUSA_f4:90:cd","802.11","387","-29 dBm","6"
"21912","54.159375","Commscope_23:24:6c","Broadcast","802.11","287","0 dBm","6.5"
"21956","54.260360","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"21997","54.357202","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-30 dBm","6"
"21998","54.357207","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-27 dBm","6"
"21999","54.357211","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-27 dBm","6"
"22000","54.358077","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-26 dBm","6"
"22001","54.362788","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"22016","54.411792","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-28 dBm","6"
"22017","54.411798","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-28 dBm","6"
"22018","54.411801","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-28 dBm","6"
"22019","54.411899","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-28 dBm","6"
"22021","54.418134","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-28 dBm","6"
"22022","54.418138","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-30 dBm","6"
"22023","54.418146","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-30 dBm","6"
"22024","54.419286","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-28 dBm","6"
"22045","54.466962","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"22095","54.577210","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"22128","54.669996","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"22174","54.771622","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"22198","54.874767","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"22226","54.977200","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"22270","55.079874","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"22301","55.186014","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"22341","55.283753","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"22352","55.314928","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-31 dBm","6"
"22353","55.315206","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-32 dBm","6"
"22354","55.315209","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-30 dBm","6"
"22355","55.315214","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-31 dBm","6"
"22367","55.324911","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-31 dBm","6"
"22368","55.324914","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-31 dBm","6"
"22369","55.324917","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-31 dBm","6"
"22370","55.324920","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-32 dBm","6"
"22400","55.389808","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"22435","55.488609","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"22472","55.591279","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"22500","55.696081","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"22538","55.797118","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"22566","55.900855","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"22599","56.003306","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"22653","56.105418","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"22737","56.307406","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"22754","56.357636","Commscope_23:24:6c","VantivaUSA_34:38:0a","802.11","387","-30 dBm","6"
"22755","56.358544","Commscope_23:24:6c","VantivaUSA_34:38:0a","802.11","387","-28 dBm","6"
"22756","56.360904","Commscope_23:24:6c","VantivaUSA_34:38:0a","802.11","387","-30 dBm","6"
"22757","56.360909","Commscope_23:24:6c","VantivaUSA_34:38:0a","802.11","387","-30 dBm","6"
"22774","56.410906","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"22780","56.429329","Commscope_23:24:6c","VantivaUSA_34:38:0a","802.11","387","-30 dBm","6"
"22781","56.429336","Commscope_23:24:6c","VantivaUSA_34:38:0a","802.11","387","-30 dBm","6"
"22782","56.429339","Commscope_23:24:6c","VantivaUSA_34:38:0a","802.11","387","-30 dBm","6"
"22783","56.429440","Commscope_23:24:6c","VantivaUSA_34:38:0a","802.11","387","-30 dBm","6"
"22813","56.512417","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"22838","56.614452","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"22883","56.719067","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"22913","56.786452","Commscope_23:24:6c","VantivaUSA_d0:97:64","802.11","387","-31 dBm","6"
"22927","56.809896","Commscope_23:24:6c","VantivaUSA_d0:97:64","802.11","387","-31 dBm","6"
"22931","56.813692","Commscope_23:24:6c","VantivaUSA_d0:97:64","802.11","387","-33 dBm","6"
"22934","56.820188","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"22970","56.927883","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"23030","57.025701","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"23072","57.126919","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"23113","57.229069","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"23143","57.272371","Commscope_23:24:6c","VantivaConne_b7:78:00","802.11","387","-36 dBm","6"
"23144","57.272374","Commscope_23:24:6c","VantivaConne_b7:78:00","802.11","387","-34 dBm","6"
"23146","57.273547","Commscope_23:24:6c","VantivaConne_b7:78:00","802.11","387","-35 dBm","6"
"23147","57.274874","Commscope_23:24:6c","VantivaConne_b7:78:00","802.11","387","-35 dBm","6"
"23173","57.332849","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"23214","57.434175","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"23246","57.538425","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"23299","57.638810","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"23343","57.741299","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"23370","57.844333","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"23409","57.946777","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"23428","57.982651","Commscope_23:24:6c","Commscope_71:86:02","802.11","387","-37 dBm","6"
"23429","57.982654","Commscope_23:24:6c","Commscope_71:86:02","802.11","387","-37 dBm","6"
"23430","57.983576","Commscope_23:24:6c","Commscope_71:86:02","802.11","387","-37 dBm","6"
"23431","57.984951","Commscope_23:24:6c","Commscope_71:86:02","802.11","387","-37 dBm","6"
"23459","58.052719","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"23533","58.155444","Commscope_23:24:6c","Broadcast","802.11","287","0 dBm","6.5"
"23564","58.255864","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"23602","58.359526","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"23626","58.409628","Commscope_23:24:6c","VantivaUSA_3c:54:73","802.11","387","-35 dBm","6"
"23627","58.412031","Commscope_23:24:6c","VantivaUSA_3c:54:73","802.11","387","-35 dBm","6"
"23628","58.412035","Commscope_23:24:6c","VantivaUSA_3c:54:73","802.11","387","-35 dBm","6"
"23629","58.412038","Commscope_23:24:6c","VantivaUSA_3c:54:73","802.11","387","-34 dBm","6"
"23638","58.461036","Commscope_23:24:6c","Broadcast","802.11","287","0 dBm","6.5"
"23679","58.562309","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"23710","58.663107","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"23732","58.768274","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"23783","58.869499","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"23855","59.072438","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"23893","59.174827","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"23936","59.278099","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"23954","59.315240","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-34 dBm","6"
"23955","59.315244","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-34 dBm","6"
"23956","59.316350","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-34 dBm","6"
"23957","59.316353","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-33 dBm","6"
"23991","59.379639","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"23992","59.379905","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-34 dBm","6"
"23993","59.385195","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-34 dBm","6"
"23994","59.385198","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-34 dBm","6"
"23995","59.385202","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-34 dBm","6"
