"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)"
"8780","22.822732","Commscope_23:24:6c","f2:bf:ab:98:6a:3e","802.11","387","-27 dBm"
"8794","22.845756","Commscope_23:24:6c","f2:bf:ab:98:6a:3e","802.11","387","0 dBm"
"8796","22.851152","Commscope_23:24:6c","f2:bf:ab:98:6a:3e","802.11","387","0 dBm"
"8819","22.926632","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"8850","23.030099","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"8886","23.124675","Commscope_23:24:6c","VantivaUSA_09:dd:04","802.11","387","-28 dBm"
"8887","23.124682","Commscope_23:24:6c","VantivaUSA_09:dd:04","802.11","387","-26 dBm"
"8888","23.124684","Commscope_23:24:6c","VantivaUSA_09:dd:04","802.11","387","-27 dBm"
"8889","23.124687","Commscope_23:24:6c","VantivaUSA_09:dd:04","802.11","387","-26 dBm"
"8898","23.134133","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"8933","23.234630","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"8965","23.337474","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"8969","23.344097","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-27 dBm"
"8970","23.345682","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-27 dBm"
"8971","23.351955","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-28 dBm"
"8972","23.351968","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-28 dBm"
"9003","23.438213","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"9025","23.546841","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"9049","23.644795","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"9082","23.751427","Commscope_23:24:6c","Broadcast","802.11","287","0 dBm"
"9101","23.850846","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"9151","24.064393","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"9153","24.076454","Commscope_23:24:6c","VantivaUSA_80:25:f0","802.11","387","-29 dBm"
"9155","24.076592","Commscope_23:24:6c","VantivaUSA_80:25:f0","802.11","387","-27 dBm"
"9156","24.076597","Commscope_23:24:6c","VantivaUSA_80:25:f0","802.11","387","-28 dBm"
"9157","24.077842","Commscope_23:24:6c","VantivaUSA_80:25:f0","802.11","387","-28 dBm"
"9177","24.154903","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"9213","24.263447","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"9247","24.362511","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"9277","24.468302","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"9306","24.568757","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"9312","24.588484","Commscope_23:24:6c","VantivaUSA_bb:04:d1","802.11","387","-28 dBm"
"9313","24.590553","Commscope_23:24:6c","VantivaUSA_bb:04:d1","802.11","387","-27 dBm"
"9315","24.594913","Commscope_23:24:6c","VantivaUSA_bb:04:d1","802.11","387","-29 dBm"
"9316","24.594915","Commscope_23:24:6c","VantivaUSA_bb:04:d1","802.11","387","-28 dBm"
"9328","24.666664","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"9362","24.769328","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"9378","24.811836","Commscope_23:24:6c","VantivaUSA_f2:df:8c","802.11","387","-28 dBm"
"9380","24.811942","Commscope_23:24:6c","VantivaUSA_f2:df:8c","802.11","387","-28 dBm"
"9381","24.811952","Commscope_23:24:6c","VantivaUSA_f2:df:8c","802.11","387","-28 dBm"
"9382","24.813237","Commscope_23:24:6c","VantivaUSA_f2:df:8c","802.11","387","-28 dBm"
"9394","24.840639","Commscope_23:24:6c","VantivaUSA_ac:69:7e","802.11","387","-28 dBm"
"9395","24.842950","Commscope_23:24:6c","VantivaUSA_ac:69:7e","802.11","387","-28 dBm"
"9396","24.842954","Commscope_23:24:6c","VantivaUSA_ac:69:7e","802.11","387","-28 dBm"
"9397","24.844081","Commscope_23:24:6c","VantivaUSA_ac:69:7e","802.11","387","-28 dBm"
"9415","24.878899","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"9447","24.978059","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"9484","25.082636","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"9521","25.182155","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"9536","25.240445","Commscope_23:24:6c","0e:8f:75:7e:3f:32","802.11","387","0 dBm"
"9537","25.240448","Commscope_23:24:6c","0e:8f:75:7e:3f:32","802.11","387","0 dBm"
"9557","25.287443","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"9596","25.391149","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"9606","25.412202","Commscope_23:24:6c","4a:1e:5f:7d:7c:96","802.11","387","-27 dBm"
"9634","25.486104","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"9678","25.593743","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"9708","25.707481","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"9740","25.794602","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"9775","25.901816","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"9817","26.002098","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"9852","26.104784","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"9893","26.205383","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"9911","26.269092","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-26 dBm"
"9912","26.269099","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-26 dBm"
"9913","26.272019","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-28 dBm"
"9914","26.272128","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-26 dBm"
"9934","26.314279","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"9952","26.348449","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-28 dBm"
"9953","26.350837","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-28 dBm"
"9954","26.350843","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-28 dBm"
"9975","26.421324","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"10029","26.618862","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"10065","26.717901","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"10105","26.819519","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"10150","26.921931","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"10185","27.024147","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"10224","27.128634","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"10249","27.227728","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"10280","27.333645","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"10304","27.433869","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"10333","27.535594","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"10358","27.637979","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"10390","27.766029","Commscope_23:24:6c","Broadcast","802.11","287","-24 dBm"
"10417","27.847620","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"10457","27.943698","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"10494","28.050274","Commscope_23:24:6c","Broadcast","802.11","287","-24 dBm"
"10512","28.108343","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-25 dBm"
"10514","28.108447","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-25 dBm"
"10515","28.108452","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-26 dBm"
"10516","28.109657","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-24 dBm"
"10524","28.119199","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-26 dBm"
"10525","28.119204","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-25 dBm"
"10526","28.119208","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-25 dBm"
"10528","28.121903","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-25 dBm"
"10545","28.150221","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"10589","28.255760","Commscope_23:24:6c","Broadcast","802.11","287","0 dBm"
"10625","28.354741","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"10658","28.460291","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"10686","28.559591","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"10730","28.662584","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"10762","28.774114","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm"
"10790","28.866183","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"10827","28.970175","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm"
"10862","29.072819","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm"
"10901","29.174369","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm"
"10943","29.277862","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"10979","29.381616","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"11017","29.481432","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"11047","29.584130","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"11075","29.687019","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"11116","29.789091","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"11153","29.892656","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm"
"11180","29.992569","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"11241","30.196844","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm"
"11274","30.302993","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"11317","30.407332","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"11337","30.511924","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"11352","30.607332","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"11371","30.712231","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"11407","30.816926","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"11437","30.919447","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"11469","31.015778","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"11501","31.118128","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"11535","31.221414","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"11551","31.276791","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-28 dBm"
"11552","31.276794","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-27 dBm"
"11553","31.276887","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-28 dBm"
"11554","31.276891","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-28 dBm"
"11588","31.323236","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"11598","31.346812","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-27 dBm"
"11599","31.346817","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-27 dBm"
"11600","31.347294","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-26 dBm"
"11603","31.349674","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-27 dBm"
"11627","31.430194","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"11667","31.530414","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"11703","31.634787","Commscope_23:24:6c","Broadcast","802.11","287","0 dBm"
"11732","31.739999","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"11784","31.837388","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"11827","31.937619","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"11860","32.045622","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"11896","32.146746","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"11930","32.249734","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"12012","32.457002","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"12056","32.560227","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"12097","32.654932","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"12132","32.758225","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"12181","32.859809","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"12214","32.970847","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"12250","33.064099","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"12279","33.167215","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"12316","33.273577","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"12356","33.337427","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-27 dBm"
"12357","33.337431","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-26 dBm"
"12358","33.337437","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-24 dBm"
"12359","33.338624","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-26 dBm"
"12383","33.372621","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"12414","33.473036","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"12456","33.580526","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"12516","33.784648","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"12550","33.888622","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"12552","33.888631","Commscope_23:24:6c","VantivaUSA_fe:94:cd","802.11","387","-27 dBm"
"12553","33.888635","Commscope_23:24:6c","VantivaUSA_fe:94:cd","802.11","387","-26 dBm"
"12554","33.888639","Commscope_23:24:6c","VantivaUSA_fe:94:cd","802.11","387","-27 dBm"
"12555","33.888643","Commscope_23:24:6c","VantivaUSA_fe:94:cd","802.11","387","-27 dBm"
"12590","33.987128","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"12616","34.088336","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"12629","34.118284","Commscope_23:24:6c","VantivaUSA_21:c1:b7","802.11","387","-27 dBm"
"12630","34.119140","Commscope_23:24:6c","VantivaUSA_21:c1:b7","802.11","387","-26 dBm"
"12633","34.124488","Commscope_23:24:6c","VantivaUSA_21:c1:b7","802.11","387","-26 dBm"
"12634","34.124492","Commscope_23:24:6c","VantivaUSA_21:c1:b7","802.11","387","-27 dBm"
"12658","34.199021","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"12687","34.282674","Commscope_23:24:6c","Intel_d9:ae:54","802.11","387","-26 dBm"
"12688","34.284497","Commscope_23:24:6c","Intel_d9:ae:54","802.11","387","-27 dBm"
"12689","34.284501","Commscope_23:24:6c","Intel_d9:ae:54","802.11","387","-26 dBm"
"12707","34.293047","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"12725","34.345951","Commscope_23:24:6c","Intel_d9:ae:54","802.11","387","-25 dBm"
"12755","34.401035","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"12774","34.454785","Commscope_23:24:6c","VantivaUSA_34:38:0a","802.11","387","-27 dBm"
"12775","34.454812","Commscope_23:24:6c","VantivaUSA_34:38:0a","802.11","387","-27 dBm"
"12776","34.454817","Commscope_23:24:6c","VantivaUSA_34:38:0a","802.11","387","-27 dBm"
"12777","34.454822","Commscope_23:24:6c","VantivaUSA_34:38:0a","802.11","387","-26 dBm"
"12793","34.503465","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"12822","34.605791","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"12860","34.710776","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"12896","34.812033","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"12909","34.834398","Commscope_23:24:6c","VantivaUSA_d0:97:64","802.11","387","-26 dBm"
"12940","34.909670","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"12978","35.011563","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"13015","35.111427","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"13051","35.220143","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"13102","35.323281","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"13135","35.419587","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"13165","35.522881","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"13194","35.624708","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"13238","35.727067","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"13274","35.828654","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"13300","35.931397","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"13331","36.036711","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"13341","36.058437","Commscope_23:24:6c","4e:48:a2:38:af:af","802.11","387","-27 dBm"
"13353","36.071457","Commscope_23:24:6c","Commscope_71:86:02","802.11","387","-27 dBm"
"13354","36.071461","Commscope_23:24:6c","Commscope_71:86:02","802.11","387","-27 dBm"
"13355","36.071464","Commscope_23:24:6c","Commscope_71:86:02","802.11","387","-27 dBm"
"13356","36.072020","Commscope_23:24:6c","Commscope_71:86:02","802.11","387","-27 dBm"
"13363","36.078675","Commscope_23:24:6c","4e:48:a2:38:af:af","802.11","387","-27 dBm"
"13381","36.142740","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"13414","36.238460","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"13443","36.341591","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"13496","36.549991","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"13534","36.657844","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"13553","36.734434","Commscope_23:24:6c","be:a5:6e:a7:e5:77","802.11","387","0 dBm"
"13554","36.734444","Commscope_23:24:6c","be:a5:6e:a7:e5:77","802.11","387","0 dBm"
"13557","36.754878","Commscope_23:24:6c","Broadcast","802.11","287","0 dBm"
"13586","36.852680","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"13625","36.958545","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"13655","37.057370","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"13695","37.160645","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"13727","37.268230","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"13751","37.364635","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"13777","37.467602","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"13817","37.572118","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"13844","37.686582","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"13882","37.780307","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"13912","37.882972","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"13948","37.979013","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"13983","38.084104","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"14027","38.183774","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"14062","38.286426","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"14098","38.389516","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"14132","38.493190","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"14157","38.593424","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"14197","38.696938","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"14229","38.804498","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"14271","38.908710","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"14308","39.004820","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"14314","39.018681","Commscope_23:24:6c","b6:61:7c:ff:a2:c7","802.11","387","-26 dBm"
"14326","39.044527","Commscope_23:24:6c","b6:61:7c:ff:a2:c7","802.11","387","0 dBm"
"14350","39.107806","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"14378","39.216210","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"14418","39.312226","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"14461","39.414368","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"14494","39.515004","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"14513","39.552191","Commscope_23:24:6c","fa:a5:15:44:9c:16","802.11","387","-25 dBm"
"14514","39.552197","Commscope_23:24:6c","fa:a5:15:44:9c:16","802.11","387","-25 dBm"
"14558","39.618590","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"14630","39.824108","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"14680","39.929945","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"14719","40.028781","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"14754","40.133920","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"14794","40.236120","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"14835","40.334170","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"14875","40.437822","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"14916","40.543725","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"14950","40.646257","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"14989","40.750689","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"15022","40.847839","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"15060","40.948265","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"15099","41.051086","Commscope_23:24:6c","Broadcast","802.11","287","-24 dBm"
"15136","41.157690","Commscope_23:24:6c","Broadcast","802.11","287","-24 dBm"
"15204","41.322884","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-24 dBm"
"15205","41.322888","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-24 dBm"
"15206","41.322894","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-23 dBm"
"15207","41.323263","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-24 dBm"
"15228","41.358324","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-24 dBm"
"15229","41.358328","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-24 dBm"
"15230","41.358333","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-24 dBm"
"15232","41.358341","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-24 dBm"
"15233","41.358346","Commscope_23:24:6c","Broadcast","802.11","287","-24 dBm"
"15253","41.463499","Commscope_23:24:6c","Broadcast","802.11","287","-24 dBm"
"15291","41.566068","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"15324","41.667274","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"15356","41.768677","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"15394","41.872494","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"15418","41.979758","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"15446","42.081018","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"15480","42.180413","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"15516","42.281565","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"15556","42.385164","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm"
"15582","42.492027","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"15607","42.593023","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm"
"15645","42.690766","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"15685","42.795061","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"15732","42.897819","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"15759","43.002715","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"15797","43.104887","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"15838","43.203799","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"15875","43.306648","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"15901","43.345117","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-29 dBm"
"15902","43.345120","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-29 dBm"
"15903","43.345123","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-29 dBm"
"15907","43.351296","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-29 dBm"
"15936","43.408891","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"15963","43.509611","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm"
"15999","43.610745","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm"
"16033","43.719566","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"16061","43.822438","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"16098","43.921379","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"16143","44.024853","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"16176","44.124758","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"16197","44.166051","Commscope_23:24:6c","VantivaUSA_b8:2c:66","802.11","387","-27 dBm"
"16198","44.168458","Commscope_23:24:6c","VantivaUSA_b8:2c:66","802.11","387","-28 dBm"
"16199","44.168834","Commscope_23:24:6c","VantivaUSA_b8:2c:66","802.11","387","-29 dBm"
"16201","44.168846","Commscope_23:24:6c","VantivaUSA_b8:2c:66","802.11","387","-29 dBm"
"16235","44.227136","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"16258","44.296802","Commscope_23:24:6c","VantivaUSA_3c:54:73","802.11","387","-27 dBm"
"16259","44.296965","Commscope_23:24:6c","VantivaUSA_3c:54:73","802.11","387","-27 dBm"
"16260","44.296969","Commscope_23:24:6c","VantivaUSA_3c:54:73","802.11","387","-28 dBm"
"16261","44.296972","Commscope_23:24:6c","VantivaUSA_3c:54:73","802.11","387","-28 dBm"
"16278","44.331873","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm"
"16285","44.355802","Commscope_23:24:6c","VantivaUSA_bb:04:d1","802.11","387","-28 dBm"
"16287","44.355812","Commscope_23:24:6c","VantivaUSA_bb:04:d1","802.11","387","-28 dBm"
"16288","44.355909","Commscope_23:24:6c","VantivaUSA_bb:04:d1","802.11","387","-26 dBm"
"16289","44.355914","Commscope_23:24:6c","VantivaUSA_bb:04:d1","802.11","387","-27 dBm"
"16333","44.535660","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"16361","44.635901","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm"
"16392","44.743373","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm"
"16404","44.775907","Commscope_23:24:6c","VantivaUSA_3f:b1:bd","802.11","387","-30 dBm"
