"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Info","SSID","Data rate (Mb/s)"
"7","0.007666","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-22 dBm","Beacon frame, SN=1874, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"46","0.110223","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-22 dBm","Beacon frame, SN=1878, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"70","0.212549","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-22 dBm","Beacon frame, SN=1882, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"100","0.315329","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-22 dBm","Beacon frame, SN=1886, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"126","0.417730","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-21 dBm","Beacon frame, SN=1890, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"151","0.519719","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-22 dBm","Beacon frame, SN=1894, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"173","0.622523","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-22 dBm","Beacon frame, SN=1898, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"211","0.827181","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-18 dBm","Beacon frame, SN=1906, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"238","0.929623","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-19 dBm","Beacon frame, SN=1910, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"267","1.032107","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-19 dBm","Beacon frame, SN=1914, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"291","1.134193","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-19 dBm","Beacon frame, SN=1918, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"317","1.236633","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-17 dBm","Beacon frame, SN=1922, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"346","1.341352","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-18 dBm","Beacon frame, SN=1928, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"378","1.441307","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-18 dBm","Beacon frame, SN=1932, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"401","1.543720","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-18 dBm","Beacon frame, SN=1936, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"424","1.646181","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-19 dBm","Beacon frame, SN=1940, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"448","1.748598","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-18 dBm","Beacon frame, SN=1946, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"474","1.851266","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-17 dBm","Beacon frame, SN=1950, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"525","2.055710","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-18 dBm","Beacon frame, SN=1956, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"546","2.158234","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-18 dBm","Beacon frame, SN=1960, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"565","2.260931","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-18 dBm","Beacon frame, SN=1966, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"593","2.362914","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-19 dBm","Beacon frame, SN=1974, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"618","2.465884","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-18 dBm","Beacon frame, SN=1978, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"651","2.627744","1e:9d:72:6d:c4:11","Sonos_9d:d8:ec","802.11","516","-18 dBm","Probe Response, SN=1982, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"652","2.628382","1e:9d:72:6d:c4:11","Sonos_9d:d8:ec","802.11","516","-19 dBm","Probe Response, SN=1982, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"653","2.629259","1e:9d:72:6d:c4:11","Sonos_9d:d8:ec","802.11","516","-19 dBm","Probe Response, SN=1982, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"654","2.630054","1e:9d:72:6d:c4:11","Sonos_9d:d8:ec","802.11","516","-18 dBm","Probe Response, SN=1982, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"657","2.651417","1e:9d:72:6d:c4:11","VantivaUSA_8d:49:90","802.11","516","-18 dBm","Probe Response, SN=1983, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"659","2.656854","1e:9d:72:6d:c4:11","VantivaUSA_8d:49:90","802.11","516","-18 dBm","Probe Response, SN=1983, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"660","2.657579","1e:9d:72:6d:c4:11","VantivaUSA_8d:49:90","802.11","516","-18 dBm","Probe Response, SN=1983, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"661","2.658333","1e:9d:72:6d:c4:11","VantivaUSA_8d:49:90","802.11","516","-18 dBm","Probe Response, SN=1983, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"665","2.671996","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-18 dBm","Beacon frame, SN=1984, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"670","2.678534","1e:9d:72:6d:c4:11","VantivaUSA_8d:49:90","802.11","516","-18 dBm","Probe Response, SN=1988, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"673","2.687341","1e:9d:72:6d:c4:11","VantivaUSA_8d:49:90","802.11","516","-18 dBm","Probe Response, SN=1988, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"674","2.690982","1e:9d:72:6d:c4:11","VantivaUSA_8d:49:90","802.11","516","-18 dBm","Probe Response, SN=1988, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"675","2.691609","1e:9d:72:6d:c4:11","VantivaUSA_8d:49:90","802.11","516","-19 dBm","Probe Response, SN=1988, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"691","2.778627","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-19 dBm","Beacon frame, SN=1989, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"719","2.875475","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-18 dBm","Beacon frame, SN=1996, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"741","2.977949","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-19 dBm","Beacon frame, SN=2000, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"759","3.079749","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-19 dBm","Beacon frame, SN=2004, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"782","3.182948","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-19 dBm","Beacon frame, SN=2008, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"804","3.284524","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-19 dBm","Beacon frame, SN=2012, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"818","3.384593","b6:74:17:2b:3e:17","Broadcast","802.11","193","-63 dBm","Probe Request, SN=3335, FN=0, Flags=........C, SSID=""MahjFi""","""MahjFi""","1"
"819","3.386961","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-18 dBm","Beacon frame, SN=2016, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"828","3.407839","b6:74:17:2b:3e:17","Broadcast","802.11","193","-63 dBm","Probe Request, SN=3336, FN=0, Flags=........C, SSID=""MahjFi""","""MahjFi""","1"
"829","3.409241","1e:9d:72:6d:c4:11","b6:74:17:2b:3e:17","802.11","516","-19 dBm","Probe Response, SN=2020, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"839","3.489378","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-18 dBm","Beacon frame, SN=2021, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"855","3.591757","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-19 dBm","Beacon frame, SN=2025, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"869","3.695407","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-19 dBm","Beacon frame, SN=2029, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"888","3.796844","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-19 dBm","Beacon frame, SN=2033, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"909","3.898942","1e:9d:72:6d:c4:11","Broadcast","802.11","409","-19 dBm","Beacon frame, SN=2037, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"929","4.003299","1e:9d:72:6d:c4:11","Broadcast","802.11","409","-19 dBm","Beacon frame, SN=2041, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"950","4.103703","1e:9d:72:6d:c4:11","Broadcast","802.11","409","-18 dBm","Beacon frame, SN=2045, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"972","4.206163","1e:9d:72:6d:c4:11","Broadcast","802.11","409","-16 dBm","Beacon frame, SN=2049, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"999","4.308569","1e:9d:72:6d:c4:11","Broadcast","802.11","409","-16 dBm","Beacon frame, SN=2055, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1029","4.411546","1e:9d:72:6d:c4:11","Broadcast","802.11","409","-16 dBm","Beacon frame, SN=2059, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1058","4.514033","1e:9d:72:6d:c4:11","Broadcast","802.11","409","-16 dBm","Beacon frame, SN=2063, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1086","4.616063","1e:9d:72:6d:c4:11","Broadcast","802.11","409","-16 dBm","Beacon frame, SN=2070, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1110","4.718600","1e:9d:72:6d:c4:11","Broadcast","802.11","409","-16 dBm","Beacon frame, SN=2074, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1137","4.820520","1e:9d:72:6d:c4:11","Broadcast","802.11","409","-16 dBm","Beacon frame, SN=2078, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1164","4.923188","1e:9d:72:6d:c4:11","Broadcast","802.11","409","-16 dBm","Beacon frame, SN=2082, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1188","5.025736","1e:9d:72:6d:c4:11","Broadcast","802.11","409","-16 dBm","Beacon frame, SN=2086, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1212","5.127760","1e:9d:72:6d:c4:11","Broadcast","802.11","409","-15 dBm","Beacon frame, SN=2090, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1245","5.230535","1e:9d:72:6d:c4:11","Broadcast","802.11","409","-16 dBm","Beacon frame, SN=2094, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1273","5.332895","1e:9d:72:6d:c4:11","Broadcast","802.11","409","-16 dBm","Beacon frame, SN=2102, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1300","5.436029","1e:9d:72:6d:c4:11","Broadcast","802.11","409","-15 dBm","Beacon frame, SN=2106, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1326","5.523423","1e:9d:72:6d:c4:11","SamsungElect_00:7a:7c","802.11","516","-16 dBm","Probe Response, SN=2110, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1328","5.525130","1e:9d:72:6d:c4:11","SamsungElect_00:7a:7c","802.11","516","-15 dBm","Probe Response, SN=2110, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1329","5.525938","1e:9d:72:6d:c4:11","SamsungElect_00:7a:7c","802.11","516","-15 dBm","Probe Response, SN=2110, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1330","5.526749","1e:9d:72:6d:c4:11","SamsungElect_00:7a:7c","802.11","516","-16 dBm","Probe Response, SN=2110, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1332","5.538900","1e:9d:72:6d:c4:11","Broadcast","802.11","409","-16 dBm","Beacon frame, SN=2111, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1357","5.640309","1e:9d:72:6d:c4:11","Broadcast","802.11","409","-17 dBm","Beacon frame, SN=2115, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1386","5.742162","1e:9d:72:6d:c4:11","Broadcast","802.11","409","-16 dBm","Beacon frame, SN=2119, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1413","5.844580","1e:9d:72:6d:c4:11","Broadcast","802.11","409","-16 dBm","Beacon frame, SN=2123, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1453","5.947358","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-17 dBm","Beacon frame, SN=2127, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1487","6.052813","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-17 dBm","Beacon frame, SN=2131, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1506","6.151747","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-17 dBm","Beacon frame, SN=2135, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1534","6.254533","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-16 dBm","Beacon frame, SN=2139, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1561","6.350493","1e:9d:72:6d:c4:11","VantivaUSA_20:d3:56","802.11","516","-16 dBm","Probe Response, SN=2143, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1562","6.351421","1e:9d:72:6d:c4:11","VantivaUSA_20:d3:56","802.11","516","-17 dBm","Probe Response, SN=2143, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1563","6.352077","1e:9d:72:6d:c4:11","VantivaUSA_20:d3:56","802.11","516","-17 dBm","Probe Response, SN=2143, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1564","6.356237","1e:9d:72:6d:c4:11","VantivaUSA_20:d3:56","802.11","516","-17 dBm","Probe Response, SN=2143, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1565","6.357060","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-17 dBm","Beacon frame, SN=2144, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1594","6.459406","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-16 dBm","Beacon frame, SN=2151, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1616","6.518955","1e:9d:72:6d:c4:11","VantivaUSA_20:d3:56","802.11","516","-16 dBm","Probe Response, SN=2155, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1617","6.521107","1e:9d:72:6d:c4:11","VantivaUSA_20:d3:56","802.11","516","-17 dBm","Probe Response, SN=2155, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1618","6.521898","1e:9d:72:6d:c4:11","VantivaUSA_20:d3:56","802.11","516","-16 dBm","Probe Response, SN=2155, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1619","6.522758","1e:9d:72:6d:c4:11","VantivaUSA_20:d3:56","802.11","516","-17 dBm","Probe Response, SN=2155, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1627","6.561736","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-17 dBm","Beacon frame, SN=2156, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1645","6.623673","1e:9d:72:6d:c4:11","Sonos_9d:d8:ec","802.11","516","-16 dBm","Probe Response, SN=2160, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1646","6.624683","1e:9d:72:6d:c4:11","Sonos_9d:d8:ec","802.11","516","-16 dBm","Probe Response, SN=2160, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1647","6.625361","1e:9d:72:6d:c4:11","Sonos_9d:d8:ec","802.11","516","-17 dBm","Probe Response, SN=2160, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1648","6.626241","1e:9d:72:6d:c4:11","Sonos_9d:d8:ec","802.11","516","-16 dBm","Probe Response, SN=2160, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1655","6.665961","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-17 dBm","Beacon frame, SN=2161, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1678","6.766145","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-17 dBm","Beacon frame, SN=2165, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1700","6.868667","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-16 dBm","Beacon frame, SN=2169, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1730","6.971088","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-17 dBm","Beacon frame, SN=2173, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1768","7.073346","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-16 dBm","Beacon frame, SN=2177, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1785","7.175745","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-16 dBm","Beacon frame, SN=2181, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1806","7.278210","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-16 dBm","Beacon frame, SN=2185, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1837","7.380510","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-17 dBm","Beacon frame, SN=2189, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1860","7.482951","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-16 dBm","Beacon frame, SN=2193, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1884","7.585383","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-17 dBm","Beacon frame, SN=2197, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1895","7.620054","6e:10:6f:6c:b3:a4","Broadcast","802.11","196","-62 dBm","Probe Request, SN=133, FN=0, Flags=........C, SSID=""MahjFi""","""MahjFi""","1"
"1896","7.622637","1e:9d:72:6d:c4:11","6e:10:6f:6c:b3:a4","802.11","516","-17 dBm","Probe Response, SN=2201, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1906","7.674288","6e:10:6f:6c:b3:a4","Broadcast","802.11","196","-63 dBm","Probe Request, SN=134, FN=0, Flags=........C, SSID=""MahjFi""","""MahjFi""","1"
"1908","7.687876","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-15 dBm","Beacon frame, SN=2202, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1928","7.790135","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-16 dBm","Beacon frame, SN=2206, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1957","7.892620","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-16 dBm","Beacon frame, SN=2210, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1980","7.994906","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-16 dBm","Beacon frame, SN=2214, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2006","8.099687","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-15 dBm","Beacon frame, SN=2218, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2034","8.199775","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-15 dBm","Beacon frame, SN=2222, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2066","8.302187","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-15 dBm","Beacon frame, SN=2235, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2095","8.404500","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-16 dBm","Beacon frame, SN=2239, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2129","8.506890","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-16 dBm","Beacon frame, SN=2243, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2148","8.609380","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-91 dBm","Beacon frame, SN=2247, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2170","8.674895","1e:9d:72:6d:c4:11","66:15:26:80:f6:61","802.11","516","-16 dBm","Probe Response, SN=2251, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2171","8.675706","1e:9d:72:6d:c4:11","66:15:26:80:f6:61","802.11","516","-15 dBm","Probe Response, SN=2251, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2172","8.676475","1e:9d:72:6d:c4:11","66:15:26:80:f6:61","802.11","516","-16 dBm","Probe Response, SN=2251, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2173","8.677261","1e:9d:72:6d:c4:11","66:15:26:80:f6:61","802.11","516","-16 dBm","Probe Response, SN=2251, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2184","8.711613","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-15 dBm","Beacon frame, SN=2252, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2206","8.814142","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-16 dBm","Beacon frame, SN=2256, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2226","8.858995","1e:9d:72:6d:c4:11","7e:24:41:c8:89:40","802.11","516","-16 dBm","Probe Response, SN=2260, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2227","8.859688","1e:9d:72:6d:c4:11","7e:24:41:c8:89:40","802.11","516","-15 dBm","Probe Response, SN=2260, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2228","8.860649","1e:9d:72:6d:c4:11","7e:24:41:c8:89:40","802.11","516","-15 dBm","Probe Response, SN=2260, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2229","8.861328","1e:9d:72:6d:c4:11","7e:24:41:c8:89:40","802.11","516","-15 dBm","Probe Response, SN=2260, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2236","8.885288","1e:9d:72:6d:c4:11","7e:24:41:c8:89:40","802.11","516","-16 dBm","Probe Response, SN=2261, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2251","8.916740","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-15 dBm","Beacon frame, SN=2262, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2272","9.019024","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-15 dBm","Beacon frame, SN=2266, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2299","9.121362","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-15 dBm","Beacon frame, SN=2270, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2325","9.223722","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-15 dBm","Beacon frame, SN=2274, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2347","9.326162","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-16 dBm","Beacon frame, SN=2278, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2375","9.428527","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-15 dBm","Beacon frame, SN=2282, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2400","9.531296","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-15 dBm","Beacon frame, SN=2286, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2422","9.633305","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-16 dBm","Beacon frame, SN=2290, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2449","9.735722","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-16 dBm","Beacon frame, SN=2294, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2476","9.838190","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-16 dBm","Beacon frame, SN=2298, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2503","9.940574","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-15 dBm","Beacon frame, SN=2305, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2538","10.042930","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-15 dBm","Beacon frame, SN=2309, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2563","10.145362","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-16 dBm","Beacon frame, SN=2315, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2591","10.247754","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-15 dBm","Beacon frame, SN=2319, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
