"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Info","SSID","Data rate (Mb/s)"
"1","0.000000","1e:9d:72:6d:c4:11","VantivaUSA_8d:49:90","802.11","516","-12 dBm","Probe Response, SN=2197, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2","0.000813","1e:9d:72:6d:c4:11","VantivaUSA_8d:49:90","802.11","516","-13 dBm","Probe Response, SN=2197, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"3","0.001593","1e:9d:72:6d:c4:11","VantivaUSA_8d:49:90","802.11","516","-13 dBm","Probe Response, SN=2197, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"4","0.002240","1e:9d:72:6d:c4:11","VantivaUSA_8d:49:90","802.11","516","-12 dBm","Probe Response, SN=2197, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"6","0.025540","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-13 dBm","Beacon frame, SN=2198, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"32","0.125349","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-12 dBm","Beacon frame, SN=2202, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"53","0.227369","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-12 dBm","Beacon frame, SN=2209, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"76","0.329830","1e:9d:72:6d:c4:11","Broadcast","802.11","408","0 dBm","Beacon frame, SN=2213, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"102","0.432140","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-13 dBm","Beacon frame, SN=2217, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"123","0.534540","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-13 dBm","Beacon frame, SN=2221, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"145","0.636965","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-13 dBm","Beacon frame, SN=2225, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"168","0.739390","1e:9d:72:6d:c4:11","Broadcast","802.11","408","0 dBm","Beacon frame, SN=2229, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"189","0.841784","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-13 dBm","Beacon frame, SN=2233, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"211","0.944129","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-13 dBm","Beacon frame, SN=2237, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"232","1.047647","1e:9d:72:6d:c4:11","Broadcast","802.11","408","0 dBm","Beacon frame, SN=2244, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"259","1.149117","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-14 dBm","Beacon frame, SN=2252, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"291","1.251971","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-14 dBm","Beacon frame, SN=2258, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"312","1.354805","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-14 dBm","Beacon frame, SN=2264, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"340","1.456907","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-13 dBm","Beacon frame, SN=2270, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"364","1.558523","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-14 dBm","Beacon frame, SN=2278, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"390","1.660981","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-13 dBm","Beacon frame, SN=2284, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"417","1.763353","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-12 dBm","Beacon frame, SN=2288, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"438","1.866654","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-13 dBm","Beacon frame, SN=2292, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"477","2.070563","1e:9d:72:6d:c4:11","Broadcast","802.11","408","0 dBm","Beacon frame, SN=2300, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"501","2.172963","1e:9d:72:6d:c4:11","Broadcast","802.11","408","0 dBm","Beacon frame, SN=2304, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"521","2.275321","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-12 dBm","Beacon frame, SN=2310, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"548","2.377738","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-13 dBm","Beacon frame, SN=2314, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"596","2.582538","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-13 dBm","Beacon frame, SN=2322, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"621","2.685063","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-12 dBm","Beacon frame, SN=2326, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"650","2.787391","1e:9d:72:6d:c4:11","Broadcast","802.11","408","0 dBm","Beacon frame, SN=2333, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"674","2.889755","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-12 dBm","Beacon frame, SN=2337, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"702","2.992451","1e:9d:72:6d:c4:11","Broadcast","802.11","408","0 dBm","Beacon frame, SN=2341, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"724","3.094508","1e:9d:72:6d:c4:11","Broadcast","802.11","408","0 dBm","Beacon frame, SN=2345, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"748","3.197065","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-14 dBm","Beacon frame, SN=2349, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"765","3.286651","1e:9d:72:6d:c4:11","VantivaUSA_20:d3:56","802.11","516","-14 dBm","Probe Response, SN=2353, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"766","3.287373","1e:9d:72:6d:c4:11","VantivaUSA_20:d3:56","802.11","516","-13 dBm","Probe Response, SN=2353, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"767","3.288148","1e:9d:72:6d:c4:11","VantivaUSA_20:d3:56","802.11","516","-14 dBm","Probe Response, SN=2353, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"768","3.288775","1e:9d:72:6d:c4:11","VantivaUSA_20:d3:56","802.11","516","-14 dBm","Probe Response, SN=2353, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"773","3.299531","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-14 dBm","Beacon frame, SN=2354, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"799","3.401632","1e:9d:72:6d:c4:11","VantivaUSA_20:d3:56","802.11","516","0 dBm","Probe Response, SN=2358, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"800","3.402267","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-14 dBm","Beacon frame, SN=2359, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"803","3.404320","1e:9d:72:6d:c4:11","VantivaUSA_20:d3:56","802.11","516","-14 dBm","Probe Response, SN=2358, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"804","3.404960","1e:9d:72:6d:c4:11","VantivaUSA_20:d3:56","802.11","516","-13 dBm","Probe Response, SN=2358, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"805","3.405887","1e:9d:72:6d:c4:11","VantivaUSA_20:d3:56","802.11","516","-14 dBm","Probe Response, SN=2358, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"822","3.504182","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-13 dBm","Beacon frame, SN=2363, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"854","3.606585","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-13 dBm","Beacon frame, SN=2367, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"885","3.708972","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-14 dBm","Beacon frame, SN=2371, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"908","3.811329","1e:9d:72:6d:c4:11","Broadcast","802.11","408","0 dBm","Beacon frame, SN=2375, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"925","3.913776","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-14 dBm","Beacon frame, SN=2379, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"953","4.016121","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-14 dBm","Beacon frame, SN=2383, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"982","4.118564","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-13 dBm","Beacon frame, SN=2391, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1001","4.173178","1e:9d:72:6d:c4:11","VantivaConne_83:47:b0","802.11","516","0 dBm","Probe Response, SN=2395, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1004","4.191909","1e:9d:72:6d:c4:11","VantivaConne_83:47:b0","802.11","516","-14 dBm","Probe Response, SN=2396, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1005","4.192537","1e:9d:72:6d:c4:11","VantivaConne_83:47:b0","802.11","516","-14 dBm","Probe Response, SN=2396, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1006","4.193292","1e:9d:72:6d:c4:11","VantivaConne_83:47:b0","802.11","516","-14 dBm","Probe Response, SN=2396, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1007","4.194107","1e:9d:72:6d:c4:11","VantivaConne_83:47:b0","802.11","516","-14 dBm","Probe Response, SN=2396, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1015","4.220984","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-14 dBm","Beacon frame, SN=2397, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1037","4.323376","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-13 dBm","Beacon frame, SN=2401, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1075","4.528215","1e:9d:72:6d:c4:11","Broadcast","802.11","408","0 dBm","Beacon frame, SN=2409, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1114","4.732930","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-14 dBm","Beacon frame, SN=2420, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1139","4.835914","1e:9d:72:6d:c4:11","Broadcast","802.11","408","0 dBm","Beacon frame, SN=2424, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1160","4.937773","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-13 dBm","Beacon frame, SN=2428, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1181","5.031617","1e:9d:72:6d:c4:11","AmazonTechno_b8:99:f6","802.11","516","-13 dBm","Probe Response, SN=2432, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1186","5.040171","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-13 dBm","Beacon frame, SN=2433, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1212","5.143360","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-12 dBm","Beacon frame, SN=2437, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1259","5.347548","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-13 dBm","Beacon frame, SN=2449, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1282","5.449752","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-12 dBm","Beacon frame, SN=2455, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1308","5.552438","1e:9d:72:6d:c4:11","Broadcast","802.11","408","0 dBm","Beacon frame, SN=2459, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1317","5.562613","1e:9d:72:6d:c4:11","Sonos_9d:d8:ec","802.11","516","-13 dBm","Probe Response, SN=2463, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1319","5.564378","1e:9d:72:6d:c4:11","Sonos_9d:d8:ec","802.11","516","-13 dBm","Probe Response, SN=2463, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1320","5.565103","1e:9d:72:6d:c4:11","Sonos_9d:d8:ec","802.11","516","-13 dBm","Probe Response, SN=2463, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1321","5.565861","1e:9d:72:6d:c4:11","Sonos_9d:d8:ec","802.11","516","-13 dBm","Probe Response, SN=2463, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1339","5.654849","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-13 dBm","Beacon frame, SN=2464, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1364","5.756973","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-13 dBm","Beacon frame, SN=2468, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1387","5.859411","1e:9d:72:6d:c4:11","Broadcast","802.11","408","0 dBm","Beacon frame, SN=2472, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1410","5.961717","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-15 dBm","Beacon frame, SN=2476, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1435","6.064133","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-14 dBm","Beacon frame, SN=2480, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1462","6.167358","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-14 dBm","Beacon frame, SN=2484, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1482","6.270418","1e:9d:72:6d:c4:11","Broadcast","802.11","408","0 dBm","Beacon frame, SN=2488, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1493","6.295145","1e:9d:72:6d:c4:11","e6:0c:09:25:d3:bc","802.11","516","-15 dBm","Probe Response, SN=2496, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1494","6.296736","1e:9d:72:6d:c4:11","e6:0c:09:25:d3:bc","802.11","516","-14 dBm","Probe Response, SN=2496, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1497","6.303005","1e:9d:72:6d:c4:11","e6:0c:09:25:d3:bc","802.11","516","-15 dBm","Probe Response, SN=2496, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1498","6.303801","1e:9d:72:6d:c4:11","e6:0c:09:25:d3:bc","802.11","516","-14 dBm","Probe Response, SN=2496, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1515","6.371408","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-15 dBm","Beacon frame, SN=2497, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1542","6.473786","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-14 dBm","Beacon frame, SN=2501, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1569","6.576163","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-14 dBm","Beacon frame, SN=2505, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1614","6.782717","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-14 dBm","Beacon frame, SN=2513, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1636","6.884442","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-14 dBm","Beacon frame, SN=2517, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1688","7.089317","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-13 dBm","Beacon frame, SN=2529, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1716","7.190520","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-14 dBm","Beacon frame, SN=2534, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1737","7.293078","1e:9d:72:6d:c4:11","Broadcast","802.11","408","0 dBm","Beacon frame, SN=2538, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1756","7.329306","1e:9d:72:6d:c4:11","76:de:95:30:21:1e","802.11","516","-14 dBm","Probe Response, SN=2544, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1757","7.330021","1e:9d:72:6d:c4:11","76:de:95:30:21:1e","802.11","516","-13 dBm","Probe Response, SN=2544, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1758","7.330825","1e:9d:72:6d:c4:11","76:de:95:30:21:1e","802.11","516","-13 dBm","Probe Response, SN=2544, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1759","7.331615","1e:9d:72:6d:c4:11","76:de:95:30:21:1e","802.11","516","-14 dBm","Probe Response, SN=2544, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1769","7.395366","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-14 dBm","Beacon frame, SN=2545, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1791","7.497754","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-13 dBm","Beacon frame, SN=2549, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1812","7.600168","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-12 dBm","Beacon frame, SN=2553, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1833","7.702565","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-13 dBm","Beacon frame, SN=2559, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1846","7.804993","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-13 dBm","Beacon frame, SN=2563, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1878","7.908129","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-13 dBm","Beacon frame, SN=2569, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1906","8.009864","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-11 dBm","Beacon frame, SN=2573, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1929","8.112143","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-12 dBm","Beacon frame, SN=2577, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1954","8.215904","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-13 dBm","Beacon frame, SN=2581, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"1981","8.316961","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-13 dBm","Beacon frame, SN=2585, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2003","8.419409","1e:9d:72:6d:c4:11","Broadcast","802.11","408","0 dBm","Beacon frame, SN=2593, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2032","8.521771","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-13 dBm","Beacon frame, SN=2599, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2058","8.625211","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-13 dBm","Beacon frame, SN=2605, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2081","8.726569","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-13 dBm","Beacon frame, SN=2611, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2133","8.931360","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-14 dBm","Beacon frame, SN=2617, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2155","9.033840","1e:9d:72:6d:c4:11","Broadcast","802.11","408","0 dBm","Beacon frame, SN=2621, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2180","9.136184","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-13 dBm","Beacon frame, SN=2625, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2205","9.238574","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-13 dBm","Beacon frame, SN=2629, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2230","9.340971","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-13 dBm","Beacon frame, SN=2633, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2251","9.443485","1e:9d:72:6d:c4:11","Broadcast","802.11","408","0 dBm","Beacon frame, SN=2637, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2280","9.545718","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-13 dBm","Beacon frame, SN=2641, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2300","9.603663","1e:9d:72:6d:c4:11","VantivaUSA_8d:49:90","802.11","516","-13 dBm","Probe Response, SN=2645, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2301","9.604314","1e:9d:72:6d:c4:11","VantivaUSA_8d:49:90","802.11","516","-13 dBm","Probe Response, SN=2645, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2302","9.605199","1e:9d:72:6d:c4:11","VantivaUSA_8d:49:90","802.11","516","-13 dBm","Probe Response, SN=2645, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2303","9.605928","1e:9d:72:6d:c4:11","VantivaUSA_8d:49:90","802.11","516","-14 dBm","Probe Response, SN=2645, FN=0, Flags=....R...C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2307","9.648699","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-14 dBm","Beacon frame, SN=2646, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2331","9.750558","1e:9d:72:6d:c4:11","Broadcast","802.11","408","0 dBm","Beacon frame, SN=2650, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2354","9.853189","1e:9d:72:6d:c4:11","Broadcast","802.11","408","0 dBm","Beacon frame, SN=2654, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2377","9.955351","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-12 dBm","Beacon frame, SN=2658, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2428","10.162385","1e:9d:72:6d:c4:11","Broadcast","802.11","408","0 dBm","Beacon frame, SN=2674, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2446","10.262519","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-14 dBm","Beacon frame, SN=2678, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2472","10.365321","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-14 dBm","Beacon frame, SN=2682, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2497","10.467309","1e:9d:72:6d:c4:11","Broadcast","802.11","408","0 dBm","Beacon frame, SN=2686, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2518","10.569772","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-12 dBm","Beacon frame, SN=2690, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2533","10.672310","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-13 dBm","Beacon frame, SN=2694, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2557","10.774504","1e:9d:72:6d:c4:11","Broadcast","802.11","408","0 dBm","Beacon frame, SN=2698, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2585","10.876944","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-13 dBm","Beacon frame, SN=2702, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2612","10.979355","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-13 dBm","Beacon frame, SN=2706, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2630","11.081769","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-12 dBm","Beacon frame, SN=2710, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2653","11.184430","1e:9d:72:6d:c4:11","Broadcast","802.11","408","0 dBm","Beacon frame, SN=2714, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2677","11.287189","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-12 dBm","Beacon frame, SN=2718, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2701","11.388909","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-12 dBm","Beacon frame, SN=2722, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2731","11.594499","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-11 dBm","Beacon frame, SN=2732, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2757","11.696495","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-12 dBm","Beacon frame, SN=2736, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2782","11.798545","1e:9d:72:6d:c4:11","Broadcast","802.11","408","-12 dBm","Beacon frame, SN=2740, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
"2804","11.900920","1e:9d:72:6d:c4:11","Broadcast","802.11","408","0 dBm","Beacon frame, SN=2744, FN=0, Flags=........C, BI=100, SSID=""MahjFi""","""MahjFi""","6"
